mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,sflux_n,posflux_n,negflux_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,sflux_s,posflux_s,negflux_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
3010,1978,3,29,23,23,6,2.38728,12.9791,2.45E+22,9.12E+21,1.68E+22,-7.68E+21,20932,6.57E+20,2.20E+19,66.3965,303.145,0,-0.815414,-1.29894,3.98E+22,1.50E+21,2.06E+22,-1.91E+22,79253,1.58E+21,1.89E+19,39.8533,269.015,0
3012,1978,3,31,14,23,52,2.32711,11.883,1.39E+22,6.41E+21,1.02E+22,-3.76E+21,18047,4.89E+20,8.21E+18,44.3803,197.036,0,-0.647434,-1.02602,3.35E+22,4.84E+20,1.70E+22,-1.65E+22,74942,1.38E+21,1.06E+19,41.172,225.828,0
3014,1978,4,2,14,15,34,5.52809,35.7217,4.98E+22,3.93E+22,4.46E+22,-5.26E+21,22263,7.96E+20,8.96E+19,52.6048,606.396,0,1.12641,6.86065,5.44E+22,2.45E+22,3.94E+22,-1.49E+22,77880,1.71E+21,6.64E+19,42.0296,422.356,0
3015,1978,4,3,14,21,43,2.48248,14.6587,3.30E+22,1.42E+22,2.36E+22,-9.38E+21,21860,7.45E+20,4.34E+19,72.2829,461.276,0,-1.10006,-2.92992,4.76E+22,-2.59E+21,2.25E+22,-2.51E+22,76542,1.64E+21,5.54E+19,42.0372,353.698,0
3016,1978,4,4,17,43,38,1.86234,9.4804,1.72E+22,5.71E+21,1.15E+22,-5.77E+21,19191,5.40E+20,1.17E+19,58.4582,243.83,0,-0.425496,-0.484219,3.55E+22,1.17E+21,1.84E+22,-1.72E+22,73319,1.41E+21,1.44E+19,38.0866,281.185,0
3017,1978,4,5,14,27,24,1.32115,7.79679,2.70E+22,6.94E+21,1.70E+22,-1.00E+22,22023,7.26E+20,2.57E+19,46.0247,310.007,0,-1.7356,-5.13984,4.40E+22,-6.46E+21,1.88E+22,-2.52E+22,75765,1.60E+21,5.03E+19,35.8097,332.994,0
3018,1978,4,6,14,28,52,2.65282,13.5642,2.00E+22,8.67E+21,1.43E+22,-5.68E+21,19582,5.87E+20,1.78E+19,58.6814,348.839,0,-1.51968,-4.959,3.89E+22,-7.86E+21,1.55E+22,-2.34E+22,70964,1.44E+21,2.67E+19,63.5294,237.278,0
3019,1978,4,7,18,30,32,2.0939,12.0469,3.06E+22,9.53E+21,2.01E+22,-1.05E+22,21754,6.58E+20,2.79E+19,71.7807,426.546,0,-0.219937,0.406828,5.35E+22,3.97E+21,2.87E+22,-2.48E+22,74877,1.51E+21,3.30E+19,67.7028,465.162,0
3021,1978,4,9,16,10,4,2.13943,121.417,1.31E+23,5.21E+22,9.15E+22,-3.94E+22,31484,9.81E+20,7.87E+20,45.0566,9708.19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3022,1978,4,10,16,50,6,1.46607,8.33936,2.51E+22,7.05E+21,1.61E+22,-9.00E+21,22844,7.29E+20,2.07E+19,67.8049,258.122,0,-1.51473,-3.92412,4.56E+22,-3.65E+21,2.10E+22,-2.46E+22,73736,1.56E+21,3.20E+19,35.4834,326.631,0
3023,1978,4,11,14,23,45,1.68736,10.6684,3.02E+22,1.03E+22,2.03E+22,-9.91E+21,22776,7.28E+20,3.89E+19,110.669,521.829,0,-2.27625,-7.67606,4.74E+22,-1.30E+22,1.72E+22,-3.02E+22,72659,1.55E+21,5.54E+19,32.3641,306.326,0
3024,1978,4,12,15,36,59,2.30141,13.962,2.80E+22,1.42E+22,2.11E+22,-6.89E+21,23470,7.72E+20,2.91E+19,49.7014,375.54,0,-1.87799,-5.46879,4.54E+22,-6.76E+21,1.93E+22,-2.61E+22,72739,1.59E+21,3.89E+19,38.7731,311.119,0
3025,1978,4,13,20,13,1,2.5726,86.4669,1.34E+23,6.58E+22,9.99E+22,-3.42E+22,33857,1.00E+21,6.95E+20,50.5654,7207.69,0,-0.570715,26.0448,1.39E+23,1.37E+22,7.65E+22,-6.29E+22,84021,1.81E+21,5.43E+20,71.0982,5104.99,0
3026,1978,4,14,15,25,24,0.476435,15.2387,1.28E+23,1.81E+22,7.33E+22,-5.51E+22,27279,1.01E+21,5.47E+20,48.0612,5615.05,0,-0.588041,17.3435,1.92E+23,4.62E+22,1.19E+23,-7.27E+22,75510,1.80E+21,7.46E+20,47.0498,7290.3,0
3027,1978,4,15,14,32,16,3.03033,16.0565,2.64E+22,1.31E+22,1.97E+22,-6.64E+21,23281,7.05E+20,2.22E+19,111.38,451.031,0,-2.05644,-6.07037,4.11E+22,-7.32E+21,1.69E+22,-2.42E+22,70784,1.48E+21,2.51E+19,42.4139,260.089,0
3028,1978,4,16,15,10,24,1.34593,6.86407,2.92E+22,5.98E+21,1.76E+22,-1.16E+22,24253,7.68E+20,5.02E+19,73.0083,563.329,0,-2.09472,-6.22927,4.51E+22,-7.76E+21,1.87E+22,-2.64E+22,71113,1.54E+21,2.58E+19,31.7141,266.138,0
3029,1978,4,17,14,13,44,1.87177,9.91847,1.93E+22,7.56E+21,1.34E+22,-5.87E+21,22759,6.66E+20,1.64E+19,60.7473,281.646,0,-1.59891,-4.9447,3.48E+22,-7.15E+21,1.38E+22,-2.10E+22,68243,1.42E+21,2.05E+19,28.9835,205.77,0
3030,1978,4,18,14,18,30,2.46064,12.4921,2.52E+22,9.83E+21,1.75E+22,-7.70E+21,23698,7.10E+20,2.48E+19,75.1092,341.329,0,-1.79643,-5.47596,4.15E+22,-7.47E+21,1.70E+22,-2.45E+22,68729,1.45E+21,1.74E+19,39.442,233.008,0
3031,1978,4,19,15,41,2,4.10395,21.8393,3.17E+22,1.95E+22,2.56E+22,-6.07E+21,25072,7.78E+20,2.54E+19,68.2376,366.06,0,-1.07756,-2.41443,4.16E+22,-1.69E+20,2.07E+22,-2.09E+22,69938,1.51E+21,2.40E+19,41.8435,287.166,0
3033,1978,4,21,15,2,59,1.3336,6.64558,2.03E+22,4.91E+21,1.26E+22,-7.68E+21,23480,6.49E+20,1.05E+19,48.8293,253.396,0,-1.54823,-4.62979,3.54E+22,-5.55E+21,1.49E+22,-2.05E+22,66576,1.35E+21,1.28E+19,49.7765,199.884,0
3034,1978,4,22,14,15,58,2.40741,12.8326,2.46E+22,1.16E+22,1.81E+22,-6.53E+21,25213,7.56E+20,2.36E+19,46.4774,343.083,0,-0.724804,-1.48183,3.28E+22,3.10E+20,1.65E+22,-1.62E+22,67459,1.45E+21,1.93E+19,27.9854,271.937,0
3035,1978,4,23,14,9,55,1.85767,10.4896,2.85E+22,1.10E+22,1.97E+22,-8.78E+21,25782,8.01E+20,3.29E+19,57.0374,402.188,0,-0.614805,-2.19072,3.94E+22,-3.20E+21,1.81E+22,-2.13E+22,67009,1.49E+21,2.97E+19,29.2676,270.113,0
3036,1978,4,24,15,52,34,1.80825,10.4745,2.39E+22,1.04E+22,1.72E+22,-6.74E+21,25732,7.65E+20,2.46E+19,57.9798,331.914,0,-1.14424,-2.96925,3.80E+22,-1.58E+21,1.82E+22,-1.98E+22,66259,1.43E+21,2.25E+19,33.5638,295.678,0
3037,1978,4,25,16,1,14,2.23658,13.8827,4.52E+22,1.80E+22,3.16E+22,-1.36E+22,27160,8.99E+20,7.21E+19,71.1275,500.383,0,-1.41491,-4.92345,4.80E+22,-7.90E+21,2.01E+22,-2.80E+22,66834,1.56E+21,9.59E+19,47.3268,328.154,0
3038,1978,4,26,14,39,40,2.52399,13.816,2.89E+22,1.38E+22,2.14E+22,-7.55E+21,27708,8.24E+20,3.27E+19,62.4835,351.14,0,0.139737,2.11948,4.03E+22,8.46E+21,2.44E+22,-1.59E+22,67962,1.47E+21,2.48E+19,31.2928,307.699,0
3039,1978,4,27,14,22,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-0.401069,-1.28393,1.93E+22,-3.15E+20,9.49E+21,-9.80E+21,64621,1.16E+21,5.95E+18,48.6922,119.151,0
3040,1978,4,28,14,29,15,2.3501,11.9392,2.28E+22,1.01E+22,1.65E+22,-6.36E+21,26126,7.35E+20,1.78E+19,49.7166,328.168,0,-1.18285,-3.5628,3.12E+22,-3.97E+21,1.36E+22,-1.76E+22,63465,1.35E+21,1.38E+19,28.498,204.507,0
3041,1978,4,29,13,23,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3042,1978,4,30,14,43,4,1.10753,6.4157,3.16E+22,7.09E+21,1.93E+22,-1.22E+22,28288,8.54E+20,3.51E+19,63.0488,420.25,0,0.027264,0.830707,4.68E+22,4.06E+21,2.54E+22,-2.14E+22,64164,1.45E+21,3.16E+19,41.3538,385.334,0
3045,1978,5,3,15,56,23,2.28081,9.15918,2.18E+22,8.52E+21,1.52E+22,-6.64E+21,30984,9.09E+20,1.19E+19,92.6383,264.828,0,-0.319555,-0.854814,2.86E+22,1.39E+21,1.50E+22,-1.36E+22,66582,1.47E+21,9.35E+18,92.3118,198.879,0
3046,1978,5,4,13,28,21,2.20254,21.0428,1.19E+23,5.05E+22,8.45E+22,-3.40E+22,33620,1.13E+21,6.70E+20,45.683,5852.86,0,-0.537754,0.476244,1.18E+23,1.21E+22,6.51E+22,-5.31E+22,66743,1.67E+21,4.86E+20,43.4498,4479.28,0
3049,1978,5,7,14,4,31,2.64896,13.3026,2.81E+22,1.30E+22,2.06E+22,-7.56E+21,29306,8.33E+20,1.84E+19,75.0407,307.393,0,-0.894885,-2.58361,3.46E+22,-3.33E+21,1.56E+22,-1.89E+22,58333,1.32E+21,2.11E+19,35.2509,202.013,0
3050,1978,5,8,15,49,45,2.33479,12.085,3.87E+22,1.43E+22,2.65E+22,-1.22E+22,31277,9.76E+20,4.86E+19,82.5037,410.481,0,-1.2276,-4.12114,4.66E+22,-6.44E+21,2.01E+22,-2.65E+22,59595,1.45E+21,6.54E+19,32.7652,366.869,0
3051,1978,5,9,14,19,29,2.96061,13.9303,3.22E+22,1.24E+22,2.23E+22,-9.90E+21,29302,8.09E+20,3.65E+19,127.578,642.297,0,-1.32991,-4.72786,3.97E+22,-6.57E+21,1.65E+22,-2.31E+22,56343,1.26E+21,3.41E+19,67.8656,569.925,0
3052,1978,5,10,15,2,1,2.88813,14.7478,4.68E+22,1.81E+22,3.25E+22,-1.43E+22,32876,9.47E+20,6.76E+19,95.0899,776.787,0,-0.611644,0.404116,5.38E+22,7.90E+21,3.08E+22,-2.29E+22,60256,1.39E+21,1.04E+20,67.371,997.357,0
3053,1978,5,11,16,31,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-0.123966,0.349176,2.18E+22,1.33E+21,1.16E+22,-1.02E+22,58486,1.16E+21,1.13E+19,54.7107,302.784,0
3054,1978,5,12,13,19,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3055,1978,5,13,15,0,33,0.302373,2.57098,1.77E+22,1.55E+21,9.60E+21,-8.05E+21,32875,8.38E+20,8.42E+18,68.8425,209.187,0,-0.237111,-0.215997,2.28E+22,1.83E+21,1.23E+22,-1.05E+22,59192,1.24E+21,9.11E+18,60.9864,217.683,0
3056,1978,5,14,14,8,56,0.776428,3.40362,2.60E+22,3.19E+21,1.46E+22,-1.14E+22,31396,8.66E+20,3.46E+19,76.105,523.603,0,-0.880945,-2.08588,3.57E+22,-1.11E+21,1.73E+22,-1.84E+22,53783,1.25E+21,2.48E+19,41.533,252.632,0
3057,1978,5,15,14,21,12,1.28493,6.58398,4.07E+22,7.59E+21,2.42E+22,-1.66E+22,32580,9.08E+20,2.77E+19,76.2906,415.433,0,-1.33965,-4.15943,3.73E+22,-4.67E+21,1.63E+22,-2.10E+22,54205,1.27E+21,2.50E+19,54.1471,266.205,0
3058,1978,5,16,13,59,1,-0.0838329,-1.10279,3.83E+22,-2.10E+21,1.81E+22,-2.02E+22,34532,1.01E+21,5.12E+19,61.024,574.129,0,-1.172,-3.46604,5.62E+22,-3.14E+21,2.65E+22,-2.97E+22,55594,1.36E+21,5.28E+19,53.8665,631.388,0
3059,1978,5,17,14,54,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3060,1978,5,18,14,33,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3061,1978,5,19,14,38,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0.278093,1.21327,2.97E+22,2.63E+21,1.62E+22,-1.35E+22,54262,1.10E+21,9.87E+18,97.8746,276.279,0
3062,1978,5,20,13,48,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3063,1978,5,21,13,42,36,0.00418216,0.133053,4.21E+22,9.57E+20,2.15E+22,-2.06E+22,35284,9.90E+20,4.29E+19,91.1471,538.446,0,-0.254353,-0.965864,6.63E+22,-1.59E+21,3.23E+22,-3.39E+22,51096,1.26E+21,5.31E+19,112.771,485.11,0
3064,1978,5,22,14,23,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3065,1978,5,23,17,54,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3066,1978,5,24,15,20,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3067,1978,5,25,14,20,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3069,1978,5,27,13,47,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3070,1978,5,28,13,37,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3071,1978,5,29,13,32,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3072,1978,5,30,13,26,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3073,1978,5,31,14,14,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3074,1978,6,1,15,41,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0.451739,1.98927,1.85E+22,2.93E+21,1.07E+22,-7.78E+21,46217,9.74E+20,5.99E+18,54.6272,168.264,0
3075,1978,6,2,17,41,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3076,1978,6,3,13,43,29,1.54047,5.8186,2.53E+22,6.38E+21,1.59E+22,-9.48E+21,44089,1.14E+21,1.27E+19,131.223,348.248,0,0.278648,1.06364,2.40E+22,3.09E+21,1.35E+22,-1.04E+22,48738,1.21E+21,1.02E+19,59.1526,193.941,0
3077,1978,6,4,13,51,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3082,1978,6,9,23,59,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3083,1978,6,10,16,46,34,0.70642,2.30897,1.93E+22,2.33E+21,1.08E+22,-8.49E+21,47165,1.13E+21,9.64E+18,60.8264,205.265,0,-1.24074,-4.12737,1.81E+22,-3.77E+21,7.15E+21,-1.09E+22,44028,1.08E+21,8.43E+18,44.1824,180.559,0
3084,1978,6,11,18,7,11,0.975812,3.71466,1.51E+22,3.01E+21,9.04E+21,-6.04E+21,43850,9.09E+20,3.87E+18,56.2197,168.899,0,-1.28685,-5.06675,1.32E+22,-4.02E+21,4.57E+21,-8.59E+21,39689,8.31E+20,5.30E+18,76.1024,136.8,0
3085,1978,6,12,19,9,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,-0.781809,-2.22881,1.43E+22,-1.52E+21,6.39E+21,-7.91E+21,39361,8.27E+20,5.91E+18,39.99,181.996,0
3086,1978,6,13,19,32,12,1.8985,6.99924,1.89E+22,8.43E+21,1.37E+22,-5.23E+21,49180,1.16E+21,1.10E+19,65.097,240.07,0,0.0497813,2.62658,2.06E+22,4.98E+21,1.28E+22,-7.83E+21,42948,1.06E+21,1.06E+19,48.6093,236.32,0
3087,1978,6,14,14,51,7,0.851923,3.13142,1.80E+22,1.85E+21,9.93E+21,-8.08E+21,46676,1.00E+21,7.48E+18,62.4702,168.599,0,0.443214,1.14911,1.56E+22,1.90E+21,8.74E+21,-6.84E+21,39527,8.78E+20,6.10E+18,54.9602,159.356,0
3088,1978,6,15,13,30,44,0.915806,2.46149,5.76E+22,-1.07E+21,2.83E+22,-2.93E+22,52142,1.48E+21,3.52E+20,81.637,2551.14,0,-0.0295972,2.63403,6.37E+22,1.29E+22,3.83E+22,-2.54E+22,42785,1.33E+21,3.84E+20,28.4364,3370.69,0
3089,1978,6,16,13,31,11,0.617286,1.62608,8.85E+21,6.95E+20,4.77E+21,-4.08E+21,29403,5.00E+20,4.84E+18,66.6665,229.901,0,-1.58642,-5.04126,6.09E+21,-1.82E+21,2.14E+21,-3.95E+21,20014,3.58E+20,4.29E+18,24.0914,91.695,0
3090,1978,6,17,13,27,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3091,1978,6,18,13,50,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3092,1978,6,19,13,31,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3093,1978,6,20,13,33,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3094,1978,6,21,13,51,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3095,1978,6,22,14,18,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3096,1978,6,23,14,43,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3097,1978,6,24,13,45,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3098,1978,6,25,13,36,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3099,1978,6,26,14,57,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3100,1978,6,27,13,34,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3101,1978,6,28,16,21,53,0.0928642,0.208243,1.58E+22,-3.86E+20,7.70E+21,-8.08E+21,50691,9.57E+20,4.98E+18,75.3473,155.398,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3102,1978,6,29,14,30,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3103,1978,6,30,14,21,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3104,1978,7,1,13,56,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3105,1978,7,2,14,0,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3106,1978,7,3,13,47,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3107,1978,7,4,13,26,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3108,1978,7,5,14,9,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3109,1978,7,6,14,44,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3110,1978,7,7,18,19,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3111,1978,7,8,15,59,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3112,1978,7,9,16,21,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3113,1978,7,10,18,50,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3114,1978,7,11,15,21,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3116,1978,7,13,13,33,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3117,1978,7,14,14,33,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3118,1978,7,15,15,45,52,1.70454,5.3828,2.92E+22,6.44E+21,1.78E+22,-1.14E+22,65839,1.42E+21,9.81E+18,106.058,278.715,0,-0.00104584,-0.907767,1.69E+22,3.22E+20,8.59E+21,-8.27E+21,29612,8.40E+20,8.58E+18,77.9185,187.278,0
3119,1978,7,16,16,14,31,1.62916,5.05073,2.29E+22,5.55E+21,1.42E+22,-8.66E+21,64130,1.26E+21,5.91E+18,69.6064,214.173,0,-0.594704,-3.34898,1.12E+22,-2.07E+21,4.54E+21,-6.61E+21,27035,6.62E+20,6.98E+18,79.8425,120.179,0
3120,1978,7,17,16,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3121,1978,7,18,15,33,45,2.02438,7.50671,4.47E+22,1.41E+22,2.94E+22,-1.53E+22,65744,1.54E+21,4.91E+19,146.214,399.382,0,-0.187417,-0.806895,2.85E+22,-6.74E+20,1.39E+22,-1.46E+22,26753,8.84E+20,4.48E+19,27.0107,353.591,0
3122,1978,7,19,14,55,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3123,1978,7,20,14,3,53,0.498166,1.3108,4.47E+22,-1.69E+20,2.22E+22,-2.24E+22,68272,1.59E+21,5.68E+19,108.057,305.989,0,-0.0474538,1.9931,3.46E+22,6.54E+21,2.06E+22,-1.41E+22,26746,8.84E+20,5.14E+19,36.0466,353.67,0
3126,1978,7,23,15,10,41,-0.0922772,-0.880228,1.85E+22,-2.22E+21,8.15E+21,-1.04E+22,65038,1.17E+21,5.04E+18,95.0344,177.596,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
3128,1978,7,25,14,31,17,1.76822,6.27701,4.21E+22,1.13E+22,2.67E+22,-1.54E+22,67956,1.51E+21,3.05E+19,118.419,444.545,0,-1.15893,-5.50888,2.53E+22,-4.28E+21,1.05E+22,-1.48E+22,24105,7.72E+20,3.27E+19,30.0898,255.6,0
3129,1978,7,26,14,31,34,2.5718,9.31538,4.14E+22,1.71E+22,2.93E+22,-1.22E+22,69829,1.53E+21,2.68E+19,102.637,346.826,0,-0.576603,-1.69282,2.74E+22,1.85E+20,1.38E+22,-1.36E+22,24429,7.80E+20,2.94E+19,34.2397,321.43,0
3130,1978,7,27,17,7,47,1.04782,2.26992,5.38E+22,-5.93E+20,2.66E+22,-2.72E+22,71805,1.65E+21,7.08E+19,90.5154,452.506,0,-0.967409,-4.93402,3.37E+22,-3.98E+21,1.48E+22,-1.88E+22,25218,8.83E+20,5.51E+19,28.4752,383.717,0
3131,1978,7,28,14,4,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
