mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,unsfluxc_n,sflux_n,sfluxc_n,posfluxc_n,negfluxc_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,unsfluxc_s,sflux_s,sfluxc_s,posfluxc_s,negfluxc_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
2241,1976,2,19,15,31,32,1.13247,1.13247,4.86E+21,8.52E+20,8.27E+20,3.19E+19,4.42E+20,-4.10E+20,20482,6.30E+20,2.31E+18,57.9748,57.9748,0,-3.53035,-3.53035,1.08E+22,1.45E+22,-5.17E+21,-7.77E+21,3.39E+21,-1.12E+22,84085,1.62E+21,3.51E+18,48.7415,48.7415,0
2242,1976,2,20,18,43,18,2.4403,2.4403,2.08E+21,NaN,6.52E+20,NaN,NaN,NaN,12057,2.69E+20,NaN,78.3083,78.3083,4,-1.82089,-1.82089,6.08E+21,8.27E+21,-1.94E+21,-3.23E+21,2.52E+21,-5.75E+21,74832,1.18E+21,2.14E+18,68.9284,68.9284,0
2243,1976,2,21,21,19,38,2.03009,2.03009,2.01E+21,NaN,6.22E+20,NaN,NaN,NaN,13337,3.04E+20,NaN,74.9443,74.9443,4,-2.61132,-2.61132,7.81E+21,9.88E+21,-3.00E+21,-4.61E+21,2.63E+21,-7.24E+21,77146,1.22E+21,3.17E+18,142.333,142.333,0
2244,1976,2,22,17,21,27,1.26617,1.26617,1.66E+21,NaN,2.35E+20,NaN,NaN,NaN,9041,1.87E+20,NaN,118.174,118.174,4,-2.54253,-2.54253,6.82E+21,8.81E+21,-2.81E+21,-3.35E+21,2.73E+21,-6.08E+21,71877,1.07E+21,4.07E+18,70.802,70.802,0
2245,1976,2,23,20,14,4,1.45054,1.45054,3.15E+21,4.07E+20,6.43E+20,8.33E+19,2.45E+20,-1.62E+20,17905,4.75E+20,1.66E+18,98.7818,98.7818,0,-2.72438,-2.72438,9.86E+21,1.30E+22,-3.77E+21,-5.57E+21,3.71E+21,-9.29E+21,83187,1.44E+21,3.90E+18,75.0701,75.0701,0
2247,1976,2,25,17,11,12,1.202,1.202,2.07E+21,2.02E+18,3.69E+20,-1.08E+18,4.72E+17,-1.55E+18,13710,3.22E+20,4.01E+17,74.5883,74.5883,0,-2.19647,-2.19647,7.24E+21,9.99E+21,-2.57E+21,-3.87E+21,3.06E+21,-6.93E+21,78286,1.26E+21,3.10E+18,98.4781,98.4781,0
2248,1976,2,26,16,56,9,2.05514,2.05514,1.18E+21,NaN,3.74E+20,NaN,NaN,NaN,8692,1.81E+20,NaN,61.8704,61.8704,4,-2.1053,-2.1053,6.42E+21,8.20E+21,-2.10E+21,-3.13E+21,2.54E+21,-5.66E+21,71874,1.07E+21,2.41E+18,150.651,150.651,0
2249,1976,2,27,18,12,47,0.830421,0.830421,4.13E+21,7.80E+20,5.51E+20,1.40E+20,4.60E+20,-3.20E+20,19808,5.91E+20,1.92E+18,59.5444,59.5444,0,-3.41639,-3.41639,1.03E+22,1.37E+22,-5.35E+21,-7.14E+21,3.27E+21,-1.04E+22,85682,1.58E+21,3.75E+18,46.5405,46.5405,0
2250,1976,2,28,18,6,50,1.693,1.693,4.24E+21,6.24E+20,1.40E+21,6.50E+19,3.45E+20,-2.80E+20,19799,6.09E+20,1.62E+18,73.5502,73.5502,0,-2.00722,-2.00722,9.25E+21,1.20E+22,-2.88E+21,-4.13E+21,3.94E+21,-8.07E+21,85923,1.65E+21,2.89E+18,74.3696,74.3696,0
2251,1976,2,29,15,59,5,1.53269,1.53269,2.37E+21,1.44E+20,5.98E+20,3.45E+19,8.94E+19,-5.49E+19,15446,3.88E+20,1.47E+18,54.632,54.632,0,-2.08334,-2.08334,8.14E+21,1.04E+22,-2.59E+21,-4.06E+21,3.18E+21,-7.24E+21,81215,1.37E+21,3.16E+18,76.8456,76.8456,0
2256,1976,3,5,18,46,18,2.48206,2.48206,2.40E+21,NaN,5.20E+20,NaN,NaN,NaN,9241,1.97E+20,NaN,182.74,182.74,4,-3.47494,-3.47494,8.94E+21,1.13E+22,-3.67E+21,-5.42E+21,2.93E+21,-8.35E+21,73415,1.11E+21,4.11E+18,95.6731,95.6731,0
2257,1976,3,6,20,51,19,1.86763,1.86763,1.42E+21,NaN,2.75E+20,NaN,NaN,NaN,7255,1.43E+20,NaN,148.74,148.74,4,-2.33283,-2.33283,6.31E+21,7.95E+21,-2.24E+21,-3.31E+21,2.32E+21,-5.63E+21,71039,1.01E+21,2.94E+18,70.1563,70.1563,0
2259,1976,3,8,16,5,2,2.69537,2.69537,2.82E+21,NaN,8.93E+20,NaN,NaN,NaN,12404,2.89E+20,NaN,1531.9,1531.9,4,-2.68109,-2.68109,1.14E+22,1.52E+22,-3.11E+21,-4.70E+21,5.23E+21,-9.93E+21,76610,1.23E+21,2.93E+18,77.4371,77.4371,0
2260,1976,3,9,19,5,14,0.761507,0.761507,4.05E+21,6.19E+20,4.60E+20,1.02E+20,3.60E+20,-2.59E+20,19419,5.89E+20,2.19E+18,57.9238,57.9238,0,-3.22291,-3.22291,9.65E+21,1.26E+22,-4.52E+21,-7.17E+21,2.72E+21,-9.89E+21,85255,1.61E+21,5.21E+18,66.2714,66.2714,0
2262,1976,3,11,16,1,7,0.863979,0.863979,2.40E+21,5.18E+19,3.33E+20,-3.79E+19,6.92E+18,-4.49E+19,13959,3.30E+20,2.69E+18,79.8234,79.8234,0,-3.75062,-3.75062,8.75E+21,1.22E+22,-4.51E+21,-6.57E+21,2.83E+21,-9.39E+21,79230,1.27E+21,3.14E+18,71.7922,71.7922,0
2263,1976,3,12,21,54,34,-0.0772354,-0.0772354,1.32E+21,NaN,-2.22E+19,NaN,NaN,NaN,6808,1.37E+20,NaN,122.974,122.974,4,-1.06696,-1.06696,8.54E+21,1.02E+22,-9.06E+20,-1.88E+21,4.14E+21,-6.01E+21,69630,1.02E+21,2.16E+18,298.316,298.316,0
2264,1976,3,13,21,24,36,2.55051,2.55051,1.70E+21,NaN,6.39E+20,NaN,NaN,NaN,11017,2.44E+20,NaN,72.8158,72.8158,4,-0.722137,-0.722137,9.42E+21,1.24E+22,-7.34E+20,-1.31E+21,5.56E+21,-6.88E+21,74997,1.17E+21,4.27E+18,164.776,164.776,0
2416,1976,8,12,21,14,0,1.04395,1.04395,8.33E+21,1.00E+22,-2.11E+20,4.37E+21,7.18E+21,-2.81E+21,71223,1.27E+21,2.45E+18,62.0509,62.0509,0,-3.26451,-3.26451,2.76E+21,1.71E+20,-1.50E+21,-7.47E+19,4.80E+19,-1.23E+20,15632,3.99E+20,1.32E+18,110.056,110.056,0
2417,1976,8,13,18,18,12,-3.15768,-3.15768,7.95E+21,6.02E+21,-3.91E+21,1.64E+21,3.83E+21,-2.19E+21,57809,8.39E+20,1.76E+18,64.5904,64.5904,0,0.775816,0.775816,8.42E+20,NaN,5.64E+19,NaN,NaN,NaN,4781,9.12E+19,NaN,59.6422,59.6422,4
2419,1976,8,15,17,6,46,0.428206,0.428206,6.85E+21,7.86E+21,-3.58E+20,2.32E+21,5.09E+21,-2.77E+21,62902,1.01E+21,2.26E+18,94.3935,94.3935,0,-3.9,-3.9,1.32E+21,NaN,-7.88E+20,NaN,NaN,NaN,8779,1.92E+20,NaN,24.2299,24.2299,4
2420,1976,8,16,17,10,46,1.03872,1.03872,6.50E+21,7.47E+21,2.42E+20,3.22E+21,5.34E+21,-2.12E+21,63848,9.98E+20,2.03E+18,88.3949,88.3949,0,-4.69058,-4.69058,1.35E+21,NaN,-8.49E+20,NaN,NaN,NaN,8016,1.69E+20,NaN,60.6765,60.6765,4
2423,1976,8,19,15,45,56,1.69114,1.69114,5.02E+21,6.14E+21,1.09E+21,2.82E+21,4.48E+21,-1.66E+21,58892,8.48E+20,2.30E+18,66.9303,66.9303,0,-3.76509,-3.76509,4.43E+20,NaN,-2.77E+20,NaN,NaN,NaN,3760,7.16E+19,NaN,25.0998,25.0998,4
2424,1976,8,20,17,8,6,0.169871,0.169871,5.10E+21,5.63E+21,-2.86E+20,1.45E+21,3.54E+21,-2.09E+21,62154,8.84E+20,1.80E+18,87.4963,87.4963,0,-4.26437,-4.26437,6.74E+20,NaN,-4.54E+20,NaN,NaN,NaN,5274,1.01E+20,NaN,23.2558,23.2558,4
2425,1976,8,21,17,32,1,-0.440422,-0.440422,6.15E+21,6.09E+21,-1.33E+21,1.39E+21,3.74E+21,-2.35E+21,64129,1.00E+21,1.34E+18,45.1701,45.1701,0,-2.99666,-2.99666,8.57E+20,NaN,-4.70E+20,NaN,NaN,NaN,7137,1.52E+20,NaN,20.5511,20.5511,4
2426,1976,8,22,15,32,54,-0.35842,-0.35842,7.13E+21,8.24E+21,-8.91E+20,8.12E+20,4.53E+21,-3.71E+21,64391,9.55E+20,2.48E+18,56.5617,56.5617,0,-11.8695,-11.8695,2.26E+21,NaN,-1.54E+21,NaN,NaN,NaN,6498,1.31E+20,NaN,343.122,343.122,4
2427,1976,8,23,16,15,5,-0.00691461,-0.00691461,5.45E+21,6.18E+21,-5.03E+20,1.54E+21,3.86E+21,-2.32E+21,60549,8.64E+20,2.05E+18,92.7597,92.7597,0,-5.40921,-5.40921,5.71E+20,NaN,-4.46E+20,NaN,NaN,NaN,4226,8.11E+19,NaN,21.8216,21.8216,4
2428,1976,8,24,14,52,48,-0.243794,-0.243794,8.31E+21,1.01E+22,-1.29E+21,1.37E+21,5.75E+21,-4.38E+21,72239,1.19E+21,2.72E+18,86.8798,86.8798,0,-2.96998,-2.96998,2.01E+21,NaN,-9.56E+20,NaN,NaN,NaN,12243,2.91E+20,NaN,39.0833,39.0833,4
2429,1976,8,25,17,26,44,0.180274,0.180274,4.57E+21,5.00E+21,-2.14E+20,1.25E+21,3.13E+21,-1.88E+21,57577,7.95E+20,1.24E+18,58.2574,58.2574,0,-2.41002,-2.41002,2.56E+20,NaN,-9.79E+19,NaN,NaN,NaN,2144,3.92E+19,NaN,29.3991,29.3991,4
2430,1976,8,26,16,37,40,-0.404002,-0.404002,5.85E+21,6.71E+21,-1.04E+21,8.86E+20,3.80E+21,-2.91E+21,66848,1.01E+21,2.42E+18,88.789,88.789,0,-3.75355,-3.75355,1.01E+21,NaN,-5.97E+20,NaN,NaN,NaN,7348,1.53E+20,NaN,32.9284,32.9284,4
2438,1976,9,3,15,41,42,-0.0735625,-0.0735625,9.88E+21,1.18E+22,-1.50E+21,2.51E+21,7.14E+21,-4.64E+21,75412,1.23E+21,4.33E+18,94.5438,94.5438,0,-2.40845,-2.40845,2.08E+21,NaN,-8.52E+20,NaN,NaN,NaN,12844,3.09E+20,NaN,32.5059,32.5059,4
2442,1976,9,7,15,50,44,1.07105,1.07105,9.06E+21,1.11E+22,2.71E+20,3.52E+21,7.33E+21,-3.80E+21,65930,9.26E+20,3.94E+18,120.915,120.915,0,-5.21221,-5.21221,1.05E+21,NaN,-5.63E+20,NaN,NaN,NaN,5285,1.02E+20,NaN,48.3077,48.3077,4
2449,1976,9,14,23,35,59,0.330359,0.330359,8.34E+21,8.85E+21,-5.74E+20,2.60E+21,5.73E+21,-3.12E+21,70672,1.06E+21,1.65E+18,59.7928,59.7928,0,-4.96364,-4.96364,1.58E+21,NaN,-1.02E+21,NaN,NaN,NaN,8965,1.91E+20,NaN,29.664,29.664,4
2450,1976,9,15,15,43,21,-1.47126,-1.47126,1.10E+22,9.90E+21,-3.02E+21,3.35E+20,5.12E+21,-4.78E+21,71862,1.11E+21,1.87E+18,175.029,175.029,0,-11.4748,-11.4748,2.85E+21,NaN,-2.57E+21,NaN,NaN,NaN,9932,2.18E+20,NaN,131.883,131.883,4
2451,1976,9,16,15,32,39,0.0389114,0.0389114,7.63E+21,7.99E+21,-6.76E+20,2.22E+21,5.11E+21,-2.89E+21,68829,1.01E+21,2.05E+18,121.494,121.494,0,-0.487909,-0.487909,9.39E+20,NaN,-7.84E+19,NaN,NaN,NaN,7701,1.58E+20,NaN,45.3721,45.3721,4
2452,1976,9,17,18,39,3,-0.914647,-0.914647,8.51E+21,9.61E+21,-1.63E+21,1.02E+20,4.86E+21,-4.75E+21,69691,1.06E+21,2.02E+18,103.992,103.992,0,-2.96155,-2.96155,1.75E+21,NaN,-6.03E+20,NaN,NaN,NaN,8607,1.83E+20,NaN,163.399,163.399,4
2453,1976,9,18,16,48,9,-1.35603,-1.35603,8.30E+21,6.84E+21,-1.98E+21,1.78E+21,4.31E+21,-2.53E+21,58387,7.99E+20,1.97E+18,136.336,136.336,0,-4.67656,-4.67656,3.03E+20,NaN,-1.57E+20,NaN,NaN,NaN,1795,3.24E+19,NaN,37.1857,37.1857,4
2454,1976,9,19,16,18,20,-3.49487,-3.49487,7.30E+21,6.26E+21,-3.08E+21,-1.43E+20,3.06E+21,-3.20E+21,54007,7.11E+20,1.79E+18,88.9838,88.9838,0,-10.7375,-10.7375,9.48E+19,NaN,-6.01E+19,NaN,NaN,NaN,325,5.56E+18,NaN,42.6004,42.6004,4
2455,1976,9,20,18,31,32,-1.22031,-1.22031,1.07E+22,1.21E+22,-2.16E+21,-2.64E+19,6.02E+21,-6.04E+21,71715,1.10E+21,3.35E+18,86.9633,86.9633,0,-3.92172,-3.92172,2.89E+21,NaN,-9.96E+20,NaN,NaN,NaN,10535,2.30E+20,NaN,68.219,68.219,4
2456,1976,9,21,18,52,58,1.69656,1.69656,1.41E+22,1.55E+22,4.75E+20,5.49E+21,1.05E+22,-5.00E+21,79908,1.49E+21,3.91E+18,102.898,102.898,0,8.82534,8.82534,1.51E+22,7.30E+21,3.02E+21,6.38E+21,6.84E+21,-4.59E+20,18387,5.40E+20,4.04E+19,1121.65,1121.65,0
2457,1976,9,22,15,12,20,-0.393781,-0.393781,1.08E+22,1.28E+22,-7.39E+20,1.49E+20,6.47E+21,-6.33E+21,69893,1.06E+21,3.81E+18,113.963,113.963,0,-1.52289,-1.52289,2.02E+21,NaN,-3.51E+20,NaN,NaN,NaN,9543,2.03E+20,NaN,56.8025,56.8025,4
2461,1976,9,26,17,50,48,-6.2274,-6.2274,1.04E+22,1.27E+22,-5.11E+21,-5.78E+21,3.48E+21,-9.26E+21,58571,7.88E+20,1.36E+19,477.375,477.375,0,-6.25283,-6.25283,5.58E+20,NaN,-3.70E+20,NaN,NaN,NaN,3209,5.75E+19,NaN,41.9069,41.9069,4
2463,1976,9,28,18,17,3,0.137859,0.137859,6.97E+21,6.74E+21,-6.59E+20,2.60E+21,4.67E+21,-2.07E+21,62116,8.87E+20,1.48E+18,52.9646,52.9646,0,-7.74235,-7.74235,1.10E+21,NaN,-8.53E+20,NaN,NaN,NaN,5510,1.05E+20,NaN,20.08,20.08,4
2464,1976,9,29,18,47,55,0.174857,0.174857,8.58E+21,8.89E+21,-7.99E+20,2.57E+21,5.73E+21,-3.16E+21,69854,1.08E+21,1.91E+18,101.306,101.306,0,-4.63986,-4.63986,2.24E+21,NaN,-1.27E+21,NaN,NaN,NaN,11382,2.47E+20,NaN,33.3017,33.3017,4
2465,1976,9,30,14,36,37,0.44375,0.44375,8.23E+21,9.60E+21,-1.79E+19,1.71E+21,5.66E+21,-3.94E+21,67148,9.97E+20,2.26E+18,111.079,111.079,0,-2.79454,-2.79454,1.71E+21,NaN,-6.01E+20,NaN,NaN,NaN,9392,1.91E+20,NaN,56.7351,56.7351,4
2470,1976,10,5,14,39,27,0.933597,0.933597,9.45E+21,1.15E+22,1.73E+20,3.55E+21,7.51E+21,-3.96E+21,73052,1.21E+21,2.83E+18,92.0985,92.0985,0,-3.07143,-3.07143,2.92E+21,3.03E+20,-1.30E+21,-1.20E+20,9.16E+19,-2.11E+20,16172,3.81E+20,1.68E+18,29.8506,29.8506,0
2471,1976,10,6,14,53,41,-0.381157,-0.381157,8.48E+21,9.42E+21,-1.42E+21,1.33E+21,5.37E+21,-4.04E+21,72689,1.16E+21,1.93E+18,76.2044,76.2044,0,-2.8465,-2.8465,2.53E+21,1.92E+20,-1.09E+21,-3.50E+19,7.86E+19,-1.14E+20,15487,3.48E+20,1.30E+18,31.2703,31.2703,0
2472,1976,10,7,16,54,45,1.91578,1.91578,5.97E+21,6.44E+21,1.29E+21,2.65E+21,4.54E+21,-1.90E+21,55838,8.19E+20,1.57E+18,52.4788,52.4788,0,-3.59623,-3.59623,6.85E+20,NaN,-3.42E+20,NaN,NaN,NaN,4688,8.82E+19,NaN,25.0804,25.0804,4
2473,1976,10,8,18,23,48,1.03461,1.03461,7.33E+21,8.72E+21,5.27E+20,2.83E+21,5.78E+21,-2.94E+21,67055,1.10E+21,2.33E+18,90.063,90.063,0,-3.65151,-3.65151,2.09E+21,NaN,-1.20E+21,NaN,NaN,NaN,13112,2.92E+20,NaN,22.4433,22.4433,4
2474,1976,10,9,17,37,48,1.74984,1.74984,6.46E+21,6.73E+21,9.84E+20,3.43E+21,5.08E+21,-1.65E+21,58711,8.55E+20,1.67E+18,117.606,117.606,0,-2.11434,-2.11434,8.47E+20,NaN,-2.82E+20,NaN,NaN,NaN,6861,1.30E+20,NaN,37.9243,37.9243,4
2475,1976,10,10,18,2,30,0.359603,0.359603,6.13E+21,7.15E+21,-2.18E+19,1.23E+21,4.19E+21,-2.96E+21,63454,9.33E+20,1.35E+18,59.4808,59.4808,0,-5.95231,-5.95231,1.89E+21,NaN,-1.35E+21,NaN,NaN,NaN,10483,2.05E+20,NaN,29.9201,29.9201,4
2476,1976,10,11,15,13,29,0.122517,0.122517,4.99E+21,4.98E+21,-2.34E+20,1.36E+21,3.17E+21,-1.81E+21,55186,7.47E+20,1.08E+18,59.6816,59.6816,0,-13.4866,-13.4866,1.33E+21,NaN,-1.22E+21,NaN,NaN,NaN,5056,8.80E+19,NaN,29.184,29.184,4
2477,1976,10,12,15,2,41,-0.440474,-0.440474,9.11E+21,9.62E+21,-1.63E+21,1.39E+21,5.50E+21,-4.12E+21,69362,1.14E+21,2.73E+18,78.0182,78.0182,0,-3.00132,-3.00132,2.67E+21,2.84E+20,-1.20E+21,-1.64E+20,5.99E+19,-2.24E+20,16324,3.69E+20,1.65E+18,31.6777,31.6777,0
2478,1976,10,13,16,27,58,-2.29239,-2.29239,1.28E+22,1.42E+22,-3.76E+21,-1.71E+21,6.23E+21,-7.94E+21,67565,1.17E+21,2.66E+18,87.7588,87.7588,0,-2.94331,-2.94331,3.38E+21,2.61E+20,-1.38E+21,1.25E+20,1.93E+20,-6.78E+19,16234,3.82E+20,1.40E+18,36.0978,36.0978,0
2479,1976,10,14,18,45,23,-0.697564,-0.697564,9.46E+21,9.95E+21,-1.55E+21,5.55E+20,5.25E+21,-4.70E+21,64278,1.08E+21,2.08E+18,66.5365,66.5365,0,-11.6013,-11.6013,4.81E+21,9.73E+19,-3.90E+21,-7.14E+19,1.30E+19,-8.43E+19,14331,3.22E+20,3.86E+18,48.8394,48.8394,0
2480,1976,10,15,18,54,11,0.726821,0.726821,8.01E+21,9.32E+21,3.95E+19,2.37E+21,5.85E+21,-3.48E+21,68574,1.09E+21,2.17E+18,81.2707,81.2707,0,-3.15075,-3.15075,2.54E+21,3.22E+20,-1.23E+21,-9.54E+19,1.13E+20,-2.09E+20,16968,3.68E+20,1.26E+18,30.2772,30.2772,0
2481,1976,10,16,16,49,56,0.93662,0.93662,6.50E+21,7.02E+21,4.96E+20,1.70E+21,4.36E+21,-2.66E+21,54444,8.08E+20,1.68E+18,69.967,69.967,0,-5.47106,-5.47106,1.25E+21,NaN,-7.86E+20,NaN,NaN,NaN,7472,1.41E+20,NaN,28.3548,28.3548,4
