mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,unsfluxc_n,sflux_n,sfluxc_n,posfluxc_n,negfluxc_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,unsfluxc_s,sflux_s,sfluxc_s,posfluxc_s,negfluxc_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
526,2010,6,10,21,46,26.1,-0.700452,-0.700452,1.76E+22,7.81E+21,-1.58E+21,-8.80E+20,3.47E+21,-4.35E+21,193677,1.44E+21,1.42E+18,3017.15,3017.15,0,0.963585,0.963585,1.05E+22,7.74E+21,8.56E+20,1.58E+21,4.66E+21,-3.08E+21,177133,1.37E+21,2.34E+18,4549.42,4549.42,0
527,2010,6,11,21,46,26.1,-0.948144,-0.948144,1.85E+22,8.11E+21,-2.64E+21,-9.39E+20,3.59E+21,-4.52E+21,195869,1.45E+21,2.13E+18,3620.71,3620.71,0,1.17823,1.17823,1.08E+22,7.69E+21,1.70E+21,1.42E+21,4.55E+21,-3.13E+21,174980,1.36E+21,2.02E+18,4872.2,4872.2,0
528,2010,6,12,21,46,26.2,-0.775487,-0.775487,1.91E+22,8.11E+21,-2.28E+21,-8.31E+20,3.64E+21,-4.47E+21,198028,1.46E+21,2.16E+18,3673.4,3673.4,0,1.2825,1.2825,1.03E+22,7.49E+21,1.68E+21,1.44E+21,4.46E+21,-3.03E+21,173026,1.35E+21,2.46E+18,4169.8,4169.8,0
529,2010,6,13,21,46,26.3,-1.02278,-1.02278,1.78E+22,8.33E+21,-3.66E+21,-7.27E+20,3.80E+21,-4.53E+21,200130,1.47E+21,1.22E+18,1123.96,1123.96,0,1.28147,1.28147,1.03E+22,7.16E+21,1.43E+21,1.38E+21,4.27E+21,-2.89E+21,171010,1.34E+21,2.98E+18,4438.87,4438.87,0
530,2010,6,14,21,46,26.3,-0.949649,-0.949649,2.47E+22,8.56E+21,-2.71E+21,-9.44E+20,3.81E+21,-4.75E+21,202223,1.47E+21,2.18E+18,5369.47,5369.47,0,0.981935,0.981935,9.74E+21,7.08E+21,1.16E+21,1.11E+21,4.09E+21,-2.99E+21,168988,1.34E+21,1.60E+18,3631.4,3631.4,0
531,2010,6,15,21,46,26.3,0.0382483,0.0382483,3.22E+22,8.50E+21,3.55E+21,-8.83E+20,3.81E+21,-4.69E+21,204202,1.48E+21,1.86E+18,5876.53,5876.53,0,0.785773,0.785773,9.95E+21,6.95E+21,7.97E+20,1.03E+21,3.99E+21,-2.96E+21,167123,1.33E+21,1.76E+18,3426.33,3426.33,0
532,2010,6,16,21,46,26.4,-0.224785,-0.224785,2.36E+22,8.51E+21,6.20E+20,-1.05E+21,3.73E+21,-4.78E+21,206302,1.49E+21,1.90E+18,5818.16,5818.16,0,0.737507,0.737507,1.10E+22,6.84E+21,7.95E+20,9.83E+20,3.91E+21,-2.93E+21,165119,1.32E+21,2.55E+18,3473.86,3473.86,0
533,2010,6,17,21,46,26.4,0.000726577,0.000726577,2.81E+22,8.85E+21,1.93E+21,-1.09E+21,3.88E+21,-4.97E+21,208504,1.50E+21,1.89E+18,5939.42,5939.42,0,1.02834,1.02834,9.97E+21,6.65E+21,1.18E+21,1.00E+21,3.82E+21,-2.82E+21,163255,1.31E+21,2.01E+18,4497.82,4497.82,0
534,2010,6,18,21,46,26.5,-0.612683,-0.612683,2.04E+22,8.99E+21,-2.34E+20,-1.27E+21,3.86E+21,-5.13E+21,210666,1.51E+21,1.72E+18,4941.14,4941.14,0,0.724659,0.724659,9.06E+21,6.45E+21,9.85E+20,5.45E+20,3.50E+21,-2.95E+21,161433,1.30E+21,1.52E+18,1956.88,1956.88,0
535,2010,6,19,21,46,26.5,-0.356351,-0.356351,2.82E+22,8.95E+21,2.13E+19,-9.35E+20,4.01E+21,-4.94E+21,212805,1.52E+21,1.61E+18,5579.93,5579.93,0,0.652528,0.652528,1.01E+22,6.33E+21,5.36E+20,9.29E+20,3.63E+21,-2.70E+21,159432,1.29E+21,1.64E+18,2910.33,2910.33,0
536,2010,6,20,21,46,26.5,-0.426025,-0.426025,1.80E+22,9.19E+21,2.54E+20,-1.18E+21,4.00E+21,-5.18E+21,214855,1.52E+21,1.73E+18,5070.98,5070.98,0,0.822068,0.822068,8.96E+21,6.21E+21,7.77E+20,7.39E+20,3.47E+21,-2.73E+21,157612,1.28E+21,1.71E+18,1520.31,1520.31,0
537,2010,6,21,21,46,26.6,-0.650016,-0.650016,3.04E+22,9.39E+21,-6.65E+20,-1.36E+21,4.02E+21,-5.37E+21,216972,1.53E+21,2.07E+18,5664.59,5664.59,0,0.819555,0.819555,9.77E+21,6.00E+21,9.44E+20,5.52E+20,3.28E+21,-2.72E+21,155740,1.28E+21,2.14E+18,2805.29,2805.29,0
538,2010,6,22,21,46,26.6,-0.835256,-0.835256,2.05E+22,9.47E+21,-2.18E+21,-1.52E+21,3.98E+21,-5.49E+21,219140,1.54E+21,1.71E+18,3080.58,3080.58,0,0.844868,0.844868,9.25E+21,6.17E+21,1.04E+21,6.71E+20,3.42E+21,-2.75E+21,153946,1.27E+21,2.08E+18,3492.84,3492.84,0
539,2010,6,23,21,46,26.6,-0.456138,-0.456138,2.36E+22,9.61E+21,4.51E+20,-1.31E+21,4.15E+21,-5.46E+21,221273,1.55E+21,1.98E+18,5888.23,5888.23,0,0.984712,0.984712,1.02E+22,6.14E+21,1.31E+21,7.63E+20,3.45E+21,-2.69E+21,152236,1.26E+21,2.47E+18,4361.84,4361.84,0
540,2010,6,24,21,46,26.6,-0.436645,-0.436645,2.21E+22,9.59E+21,-6.74E+19,-9.81E+20,4.30E+21,-5.28E+21,223432,1.56E+21,2.42E+18,5594.08,5594.08,0,0.834042,0.834042,1.14E+22,5.92E+21,1.41E+21,6.23E+20,3.27E+21,-2.65E+21,150369,1.25E+21,2.01E+18,3938.08,3938.08,0
541,2010,6,25,21,46,26.6,-0.123491,-0.123491,2.48E+22,9.75E+21,3.12E+21,-1.64E+21,4.06E+21,-5.69E+21,225455,1.57E+21,1.98E+18,5739.88,5739.88,0,0.550713,0.550713,9.09E+21,5.54E+21,4.70E+20,7.10E+20,3.13E+21,-2.42E+21,148649,1.24E+21,2.26E+18,3060.32,3060.32,0
542,2010,6,26,21,46,26.7,-0.768939,-0.768939,1.72E+22,9.67E+21,-7.23E+20,-1.67E+21,4.00E+21,-5.67E+21,227674,1.57E+21,1.60E+18,4364.32,4364.32,0,0.653451,0.653451,8.45E+21,5.47E+21,7.28E+20,4.92E+20,2.98E+21,-2.49E+21,146996,1.24E+21,1.47E+18,1879.67,1879.67,0
543,2010,6,27,21,46,26.7,-0.609806,-0.609806,1.81E+22,1.00E+22,-1.86E+21,-8.74E+20,4.59E+21,-5.46E+21,229849,1.58E+21,1.65E+18,2740.63,2740.63,0,0.596492,0.596492,9.07E+21,5.29E+21,7.06E+20,5.88E+20,2.94E+21,-2.35E+21,145175,1.23E+21,2.16E+18,2234.66,2234.66,0
544,2010,6,28,21,46,26.7,-0.874988,-0.874988,1.93E+22,1.03E+22,-1.30E+21,-1.71E+21,4.28E+21,-5.99E+21,231990,1.59E+21,1.79E+18,2505.16,2505.16,0,0.465983,0.465983,8.46E+21,5.35E+21,5.82E+20,4.23E+20,2.88E+21,-2.46E+21,143519,1.22E+21,1.50E+18,2360.15,2360.15,0
545,2010,6,29,21,46,26.7,-0.517485,-0.517485,2.55E+22,1.04E+22,1.49E+21,-1.81E+21,4.31E+21,-6.12E+21,234037,1.60E+21,2.74E+18,4517.16,4517.16,0,0.600084,0.600084,9.38E+21,5.16E+21,8.52E+20,5.23E+20,2.84E+21,-2.32E+21,141933,1.21E+21,1.99E+18,3171.02,3171.02,0
546,2010,6,30,21,46,26.7,-0.724231,-0.724231,1.96E+22,1.05E+22,-7.68E+20,-1.58E+21,4.47E+21,-6.05E+21,236245,1.61E+21,2.23E+18,3124.36,3124.36,0,0.855817,0.855817,8.60E+21,5.29E+21,9.22E+20,9.83E+20,3.14E+21,-2.15E+21,140222,1.20E+21,2.37E+18,2674.37,2674.37,0
547,2010,7,1,21,46,26.7,-0.600649,-0.600649,2.27E+22,1.08E+22,-7.99E+20,-1.60E+21,4.60E+21,-6.20E+21,238412,1.61E+21,2.21E+18,4433.07,4433.07,0,0.468166,0.468166,8.91E+21,5.13E+21,4.15E+20,5.93E+20,2.86E+21,-2.27E+21,138611,1.20E+21,1.79E+18,2557.69,2557.69,0
548,2010,7,2,21,46,26.8,-0.56446,-0.56446,2.02E+22,1.11E+22,-1.72E+20,-1.51E+21,4.79E+21,-6.30E+21,240497,1.62E+21,1.73E+18,4763.34,4763.34,0,0.64253,0.64253,9.14E+21,5.09E+21,6.76E+20,3.99E+20,2.75E+21,-2.35E+21,137055,1.19E+21,1.64E+18,2119.26,2119.26,0
549,2010,7,3,21,46,26.8,-0.933737,-0.933737,2.00E+22,1.08E+22,-1.52E+21,-1.86E+21,4.45E+21,-6.31E+21,242611,1.63E+21,1.71E+18,4556.98,4556.98,0,1.09245,1.09245,8.95E+21,4.87E+21,1.20E+21,6.66E+20,2.77E+21,-2.10E+21,135440,1.18E+21,1.88E+18,3550.03,3550.03,0
550,2010,7,4,21,46,26.8,-0.817783,-0.817783,1.91E+22,1.10E+22,-8.03E+20,-1.92E+21,4.54E+21,-6.47E+21,244760,1.64E+21,1.66E+18,3780.76,3780.76,0,0.563145,0.563145,9.02E+21,4.57E+21,6.77E+20,4.04E+20,2.49E+21,-2.08E+21,133866,1.17E+21,1.26E+18,3140.14,3140.14,0
551,2010,7,5,21,46,26.8,-0.932431,-0.932431,2.18E+22,1.11E+22,-1.10E+21,-1.65E+21,4.75E+21,-6.40E+21,246778,1.64E+21,1.83E+18,3979.3,3979.3,0,0.636334,0.636334,9.12E+21,4.40E+21,6.95E+20,4.32E+20,2.42E+21,-1.98E+21,132374,1.16E+21,1.16E+18,3275.78,3275.78,0
552,2010,7,6,21,46,26.8,-0.646423,-0.646423,2.20E+22,1.12E+22,2.26E+20,-1.66E+21,4.76E+21,-6.42E+21,248958,1.65E+21,2.31E+18,3594.62,3594.62,0,0.386242,0.386242,7.97E+21,4.65E+21,3.93E+20,2.54E+20,2.45E+21,-2.20E+21,130900,1.16E+21,2.05E+18,976.277,976.277,0
553,2010,7,7,21,46,26.8,-0.312721,-0.312721,2.36E+22,1.10E+22,4.27E+20,-1.30E+21,4.83E+21,-6.12E+21,251085,1.66E+21,1.71E+18,4292.99,4292.99,0,0.490456,0.490456,8.43E+21,4.46E+21,5.46E+20,4.06E+20,2.43E+21,-2.03E+21,129378,1.15E+21,1.58E+18,2195.02,2195.02,0
554,2010,7,8,21,46,26.8,-0.290639,-0.290639,2.14E+22,1.11E+22,1.52E+21,-1.31E+21,4.88E+21,-6.19E+21,253103,1.67E+21,1.90E+18,3624.98,3624.98,0,0.869769,0.869769,8.84E+21,4.51E+21,7.71E+20,6.37E+20,2.57E+21,-1.93E+21,127914,1.14E+21,2.44E+18,2802.05,2802.05,0
555,2010,7,9,21,46,26.7,-0.762641,-0.762641,1.84E+22,1.11E+22,-1.57E+21,-1.44E+21,4.85E+21,-6.29E+21,255241,1.67E+21,1.27E+18,4453.65,4453.65,0,0.879769,0.879769,8.25E+21,4.37E+21,8.29E+20,7.20E+20,2.55E+21,-1.83E+21,126510,1.14E+21,2.00E+18,2130.5,2130.5,0
