mdi_i,year,month,day,hour,minute,second,intf_n,intfc_n,unsflux_n,unsfluxc_n,sflux_n,sfluxc_n,posfluxc_n,negfluxc_n,vnpc_pxn,visarea_n,max_pxflux_n,max_pxf_n,max_pxfc_n,n_swt,intf_s,intfc_s,unsflux_s,unsfluxc_s,sflux_s,sfluxc_s,posfluxc_s,negfluxc_s,vnpc_pxs,visarea_s,max_pxflux_s,max_pxf_s,max_pxfc_s,s_swt
1221,1996,5,5,7,27,4.927,1.15897,1.15897,9.25E+21,9.00E+21,1.14E+21,1.40E+21,5.20E+21,-3.80E+21,10354,1.14E+21,1.42E+19,66.4269,66.4269,0,-1.27717,-1.27717,1.78E+22,2.69E+22,-1.95E+21,-4.48E+21,1.12E+22,-1.57E+22,18738,1.67E+21,2.09E+19,56.7179,56.7179,0
1222,1996,5,6,4,15,4.953,0.632583,0.632583,8.27E+21,8.29E+21,4.09E+20,9.06E+20,4.60E+21,-3.69E+21,10440,1.14E+21,1.55E+19,42.6863,42.6863,0,-0.917808,-0.917808,1.32E+22,1.96E+22,-1.58E+21,-3.06E+21,8.25E+21,-1.13E+22,18634,1.66E+21,1.69E+19,44.6109,44.6109,0
1223,1996,5,7,7,27,4.988,1.20949,1.20949,9.30E+21,9.35E+21,1.25E+21,1.52E+21,5.43E+21,-3.92E+21,10584,1.15E+21,8.27E+19,53.6268,53.6268,0,-2.06297,-2.06297,1.74E+22,2.65E+22,-3.09E+21,-6.01E+21,1.03E+22,-1.63E+22,18436,1.65E+21,2.20E+19,85.9229,85.9229,0
1224,1996,5,7,23,28,5.009,1.10032,1.10032,1.90E+22,1.86E+22,1.33E+21,2.08E+21,1.03E+22,-8.24E+21,10636,1.16E+21,2.72E+19,94.5506,94.5506,0,-1.60855,-1.60855,3.10E+22,4.45E+22,-2.56E+21,-5.50E+21,1.95E+22,-2.50E+22,18373,1.65E+21,3.03E+19,114.143,114.143,0
1225,1996,5,8,23,28,5.041,1.68048,1.68048,1.90E+22,1.95E+22,1.96E+21,1.69E+21,1.06E+22,-8.89E+21,10748,1.17E+21,2.98E+19,122.969,122.969,0,-1.39347,-1.39347,3.14E+22,4.50E+22,-2.82E+21,-4.68E+21,2.02E+22,-2.49E+22,18259,1.64E+21,3.58E+19,176.209,176.209,0
1226,1996,5,9,23,28,5.072,1.72578,1.72578,1.95E+22,1.98E+22,1.54E+21,2.33E+21,1.11E+22,-8.75E+21,10871,1.17E+21,5.79E+19,188.897,188.897,0,-1.35398,-1.35398,3.16E+22,4.50E+22,-2.24E+21,-4.60E+21,2.02E+22,-2.48E+22,18123,1.64E+21,4.50E+19,145.513,145.513,0
1227,1996,5,11,5,51,5.111,1.42968,1.42968,9.57E+21,1.01E+22,1.62E+21,2.12E+21,6.10E+21,-3.98E+21,10993,1.18E+21,2.58E+19,80.828,80.828,0,-1.29624,-1.29624,1.74E+22,2.59E+22,-2.00E+21,-3.97E+21,1.10E+22,-1.49E+22,17926,1.62E+21,2.02E+19,57.3877,57.3877,0
1228,1996,5,11,23,28,5.134,1.82715,1.82715,1.93E+22,2.01E+22,2.13E+21,2.69E+21,1.14E+22,-8.70E+21,11099,1.19E+21,3.81E+19,102.673,102.673,0,-1.41177,-1.41177,3.06E+22,4.37E+22,-2.43E+21,-4.78E+21,1.94E+22,-2.42E+22,17849,1.62E+21,4.19E+19,129.217,129.217,0
1229,1996,5,13,18,39,5.188,1.51988,1.51988,9.95E+21,1.04E+22,1.73E+21,1.52E+21,5.96E+21,-4.44E+21,11299,1.20E+21,2.31E+19,131.11,131.11,0,-1.32845,-1.32845,1.69E+22,2.52E+22,-2.15E+21,-4.27E+21,1.05E+22,-1.48E+22,17551,1.60E+21,2.45E+19,68.4171,68.4171,0
1230,1996,5,14,7,27,5.203,1.48995,1.48995,9.77E+21,1.06E+22,1.68E+21,1.80E+21,6.17E+21,-4.38E+21,11361,1.21E+21,1.32E+19,292.735,292.735,0,-1.02335,-1.02335,1.68E+22,2.51E+22,-1.49E+21,-3.17E+21,1.10E+22,-1.41E+22,17496,1.60E+21,2.53E+19,61.4112,61.4112,0
1231,1996,5,15,1,3,5.224,0.574896,0.574896,8.45E+21,9.70E+21,7.49E+20,9.21E+20,5.31E+21,-4.39E+21,11412,1.21E+21,5.27E+19,163.785,163.785,0,0.0744312,0.0744312,8.23E+21,1.18E+22,6.57E+19,-5.41E+19,5.89E+21,-5.95E+21,17422,1.60E+21,9.59E+18,75.7031,75.7031,0
1232,1996,5,16,1,21,5.252,1.09234,1.09234,2.05E+22,2.14E+22,1.24E+21,1.41E+21,1.14E+22,-1.00E+22,11554,1.22E+21,2.76E+19,124.776,124.776,0,-1.88239,-1.88239,3.03E+22,4.32E+22,-2.76E+21,-5.31E+21,1.90E+22,-2.43E+22,17287,1.59E+21,3.26E+19,124.748,124.748,0
1233,1996,5,17,0,4,5.277,1.34917,1.34917,9.77E+21,1.13E+22,1.60E+21,2.00E+21,6.65E+21,-4.65E+21,11652,1.23E+21,2.27E+19,54.929,54.929,0,-1.31739,-1.31739,1.66E+22,2.45E+22,-2.46E+21,-4.03E+21,1.02E+22,-1.42E+22,17122,1.58E+21,2.25E+19,76.8352,76.8352,0
1234,1996,5,18,6,27,5.309,1.26369,1.26369,9.90E+21,1.13E+22,1.22E+21,1.86E+21,6.60E+21,-4.74E+21,11824,1.24E+21,2.06E+19,48.9225,48.9225,0,-1.68284,-1.68284,1.67E+22,2.47E+22,-2.59E+21,-5.41E+21,9.62E+21,-1.50E+22,16987,1.57E+21,2.12E+19,63.1496,63.1496,0
1235,1996,5,19,0,4,5.326,1.55128,1.55128,1.01E+22,1.16E+22,1.45E+21,2.01E+21,6.81E+21,-4.80E+21,11906,1.25E+21,1.45E+19,70.4532,70.4532,0,-1.59087,-1.59087,1.67E+22,2.50E+22,-2.21E+21,-5.05E+21,9.98E+21,-1.50E+22,16888,1.56E+21,2.36E+19,55.1426,55.1426,0
1236,1996,5,20,4,51,5.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,-49.239,-49.239,1.12E+23,1.62E+23,-7.73E+22,-1.11E+23,2.54E+22,-1.36E+23,16697,1.55E+21,1.23E+20,236.669,236.669,0
1237,1996,5,21,1,36,5.372,0.901419,0.901419,2.19E+22,2.48E+22,6.86E+20,4.62E+20,1.26E+22,-1.22E+22,12165,1.26E+21,2.76E+19,120.176,120.176,0,0.495528,0.495528,3.19E+22,4.42E+22,-1.80E+20,-3.06E+20,2.19E+22,-2.23E+22,16603,1.55E+21,4.01E+19,203.983,203.983,0
1238,1996,5,22,0,0,5.391,1.57541,1.57541,2.16E+22,2.42E+22,1.86E+21,2.22E+21,1.32E+22,-1.10E+22,12251,1.27E+21,3.31E+19,209.156,209.156,0,-1.44002,-1.44002,3.01E+22,4.17E+22,-2.76E+21,-5.55E+21,1.81E+22,-2.36E+22,16457,1.54E+21,3.37E+19,125.211,125.211,0
1239,1996,5,23,1,39,5.412,-0.802994,-0.802994,1.11E+22,1.33E+22,-5.44E+20,1.08E+21,7.20E+21,-6.12E+21,12425,1.28E+21,1.62E+19,86.5477,86.5477,0,-2.81086,-2.81086,1.67E+22,2.41E+22,-1.17E+21,-4.93E+21,9.61E+21,-1.45E+22,16296,1.53E+21,2.17E+19,373.531,373.531,0
1240,1996,5,24,0,4,5.429,1.33198,1.33198,1.07E+22,1.34E+22,1.38E+21,1.95E+21,7.70E+21,-5.74E+21,12534,1.29E+21,1.26E+20,164.636,164.636,0,-1.44905,-1.44905,1.62E+22,2.40E+22,-2.36E+21,-4.28E+21,9.86E+21,-1.41E+22,16148,1.52E+21,2.09E+19,60.5599,60.5599,0
1247,1996,5,31,14,24,5.542,1.40951,1.40951,2.24E+22,2.75E+22,1.38E+21,2.00E+21,1.48E+22,-1.28E+22,13456,1.35E+21,2.62E+19,130.563,130.563,0,-1.53019,-1.53019,2.82E+22,3.77E+22,-2.02E+21,-4.03E+21,1.69E+22,-2.09E+22,15037,1.45E+21,3.28E+19,105.752,105.752,0
1250,1996,6,3,12,48,5.578,1.06245,1.06245,2.28E+22,2.87E+22,7.87E+20,1.94E+21,1.53E+22,-1.34E+22,13929,1.38E+21,3.75E+19,119.923,119.923,0,-0.796654,-0.796654,2.72E+22,3.63E+22,-1.23E+21,-3.59E+21,1.63E+22,-1.99E+22,14549,1.42E+21,3.55E+19,103.53,103.53,0
1256,1996,6,9,9,39,5.637,-1.733,-1.733,9.90E+21,1.29E+22,-2.43E+21,-3.23E+21,4.83E+21,-8.06E+21,14520,1.42E+21,1.50E+20,480.07,480.07,0,-3.84581,-3.84581,1.14E+22,1.57E+22,-5.65E+21,-8.36E+21,3.65E+21,-1.20E+22,13888,1.38E+21,3.02E+19,37.666,37.666,0
1273,1996,6,26,17,40,5.521,1.49799,1.49799,1.28E+22,1.87E+22,2.30E+21,3.98E+21,1.13E+22,-7.35E+21,16966,1.57E+21,2.33E+19,88.4963,88.4963,0,-1.22412,-1.22412,1.30E+22,1.60E+22,-1.79E+21,-3.47E+21,6.29E+21,-9.76E+21,11664,1.23E+21,2.03E+19,84.0786,84.0786,0
1274,1996,6,27,3,16,5.513,1.45399,1.45399,1.29E+22,1.88E+22,2.00E+21,4.22E+21,1.15E+22,-7.27E+21,17060,1.58E+21,2.00E+19,67.0386,67.0386,0,-1.13113,-1.13113,1.30E+22,1.60E+22,-1.63E+21,-3.74E+21,6.13E+21,-9.87E+21,11623,1.23E+21,2.40E+19,71.6072,71.6072,0
1275,1996,6,28,0,4,5.497,1.72756,1.72756,1.31E+22,1.90E+22,2.12E+21,3.93E+21,1.15E+22,-7.55E+21,17175,1.59E+21,2.03E+19,77.7863,77.7863,0,-1.27107,-1.27107,1.30E+22,1.58E+22,-1.47E+21,-3.20E+21,6.28E+21,-9.48E+21,11541,1.22E+21,2.07E+19,64.0997,64.0997,0
1276,1996,6,29,0,4,5.478,1.82305,1.82305,1.35E+22,1.93E+22,2.58E+21,3.87E+21,1.16E+22,-7.70E+21,17267,1.59E+21,2.13E+19,288.039,288.039,0,-1.06603,-1.06603,1.26E+22,1.48E+22,-1.57E+21,-2.32E+21,6.25E+21,-8.57E+21,11407,1.21E+21,1.99E+19,73.2384,73.2384,0
1277,1996,6,30,0,4,5.459,1.76876,1.76876,1.33E+22,1.91E+22,2.51E+21,3.71E+21,1.14E+22,-7.69E+21,17445,1.60E+21,1.87E+19,68.8688,68.8688,0,-0.624871,-0.624871,1.29E+22,1.54E+22,-1.34E+21,-2.44E+21,6.49E+21,-8.93E+21,11286,1.21E+21,2.94E+19,88.7249,88.7249,0
1278,1996,7,1,0,4,5.44,1.50619,1.50619,1.35E+22,1.93E+22,1.89E+21,3.20E+21,1.13E+22,-8.07E+21,17543,1.61E+21,1.67E+19,101.683,101.683,0,-1.27655,-1.27655,1.28E+22,1.54E+22,-1.90E+21,-3.28E+21,6.05E+21,-9.32E+21,11200,1.20E+21,1.95E+19,78.0145,78.0145,0
1279,1996,7,2,0,4,5.421,1.56564,1.56564,1.31E+22,1.96E+22,1.90E+21,4.15E+21,1.19E+22,-7.71E+21,17706,1.62E+21,2.14E+19,98.0545,98.0545,0,-0.898491,-0.898491,1.25E+22,1.44E+22,-1.45E+21,-2.53E+21,5.92E+21,-8.45E+21,11063,1.19E+21,2.39E+19,66.0276,66.0276,0
1280,1996,7,3,0,4,5.401,1.78283,1.78283,1.35E+22,2.01E+22,2.65E+21,3.70E+21,1.19E+22,-8.21E+21,17815,1.63E+21,1.58E+19,103.093,103.093,0,-0.910681,-0.910681,1.23E+22,1.41E+22,-1.46E+21,-2.24E+21,5.92E+21,-8.16E+21,10943,1.18E+21,1.85E+19,82.4179,82.4179,0
1281,1996,7,4,0,4,5.382,1.53485,1.53485,1.35E+22,1.99E+22,1.99E+21,3.33E+21,1.16E+22,-8.26E+21,17957,1.63E+21,1.86E+19,100.446,100.446,0,-0.856015,-0.856015,1.22E+22,1.39E+22,-1.29E+21,-2.46E+21,5.70E+21,-8.16E+21,10861,1.18E+21,2.34E+19,71.5228,71.5228,0
1282,1996,7,5,0,4,5.363,1.60721,1.60721,1.37E+22,2.04E+22,2.31E+21,4.65E+21,1.25E+22,-7.86E+21,18081,1.64E+21,2.13E+19,120.08,120.08,0,-0.534001,-0.534001,1.23E+22,1.37E+22,-1.05E+21,-1.88E+21,5.91E+21,-7.79E+21,10730,1.17E+21,2.18E+19,62.7267,62.7267,0
1283,1996,7,6,3,16,5.341,1.67756,1.67756,1.40E+22,2.04E+22,2.27E+21,4.08E+21,1.23E+22,-8.18E+21,18211,1.65E+21,2.13E+19,164.569,164.569,0,-0.658021,-0.658021,1.21E+22,1.33E+22,-1.55E+21,-1.23E+21,6.05E+21,-7.28E+21,10607,1.16E+21,1.58E+19,74.1146,74.1146,0
1284,1996,7,7,0,4,5.323,2.01424,2.01424,1.39E+22,2.06E+22,2.75E+21,4.78E+21,1.27E+22,-7.91E+21,18340,1.66E+21,2.06E+19,100.911,100.911,0,-0.64123,-0.64123,1.18E+22,1.33E+22,-1.13E+21,-1.58E+21,5.87E+21,-7.46E+21,10533,1.15E+21,1.84E+19,72.3419,72.3419,0
1285,1996,7,8,0,4,5.303,1.7913,1.7913,1.39E+22,2.08E+22,2.35E+21,4.40E+21,1.26E+22,-8.20E+21,18441,1.66E+21,2.24E+19,120.081,120.081,0,-0.357676,-0.357676,1.18E+22,1.28E+22,-7.42E+20,-1.21E+21,5.79E+21,-7.00E+21,10412,1.14E+21,2.45E+19,81.0257,81.0257,0
1286,1996,7,9,0,4,5.282,1.77926,1.77926,1.41E+22,2.09E+22,2.54E+21,4.20E+21,1.25E+22,-8.33E+21,18598,1.67E+21,2.42E+19,111.593,111.593,0,-0.329898,-0.329898,1.17E+22,1.27E+22,-1.05E+21,-1.55E+21,5.59E+21,-7.14E+21,10303,1.14E+21,2.01E+19,69.1294,69.1294,0
1287,1996,7,10,0,4,5.261,1.57175,1.57175,1.37E+22,2.07E+22,2.23E+21,4.51E+21,1.26E+22,-8.12E+21,18707,1.68E+21,1.78E+19,95.2979,95.2979,0,-0.374762,-0.374762,1.17E+22,1.24E+22,-1.04E+21,-2.00E+21,5.17E+21,-7.18E+21,10217,1.13E+21,1.69E+19,84.8123,84.8123,0
1288,1996,7,11,0,4,5.238,1.76164,1.76164,1.40E+22,2.10E+22,2.61E+21,4.59E+21,1.28E+22,-8.20E+21,18815,1.68E+21,1.66E+19,120.356,120.356,0,-0.591851,-0.591851,1.17E+22,1.23E+22,-1.06E+21,-1.36E+21,5.47E+21,-6.83E+21,10116,1.12E+21,2.56E+19,64.7989,64.7989,0
1289,1996,7,12,0,4,5.215,1.56052,1.56052,1.41E+22,2.13E+22,1.98E+21,4.34E+21,1.28E+22,-8.46E+21,18967,1.69E+21,2.85E+19,81.93,81.93,0,-0.844984,-0.844984,1.15E+22,1.21E+22,-1.51E+21,-1.61E+21,5.24E+21,-6.84E+21,9999,1.12E+21,1.99E+19,79.1749,79.1749,0
1290,1996,7,13,0,4,5.191,1.65918,1.65918,1.41E+22,2.10E+22,2.39E+21,4.50E+21,1.27E+22,-8.23E+21,19065,1.70E+21,3.92E+19,196.453,196.453,0,-0.766068,-0.766068,1.14E+22,1.18E+22,-1.33E+21,-2.16E+21,4.80E+21,-6.97E+21,9911,1.11E+21,2.25E+19,64.5832,64.5832,0
1291,1996,7,14,1,40,5.165,1.76813,1.76813,1.40E+22,2.13E+22,2.11E+21,4.69E+21,1.30E+22,-8.28E+21,19216,1.71E+21,2.67E+19,82.9419,82.9419,0,-0.759879,-0.759879,1.14E+22,1.18E+22,-1.33E+21,-1.51E+21,5.14E+21,-6.65E+21,9835,1.10E+21,1.85E+19,73.7501,73.7501,0
1292,1996,7,15,0,4,5.141,1.77783,1.77783,1.40E+22,2.13E+22,2.57E+21,4.96E+21,1.31E+22,-8.15E+21,19329,1.71E+21,3.09E+19,97.0436,97.0436,0,-0.341861,-0.341861,1.14E+22,1.13E+22,-1.11E+21,-1.55E+21,4.88E+21,-6.43E+21,9706,1.09E+21,2.33E+19,67.8332,67.8332,0
1293,1996,7,16,0,4,5.114,1.74653,1.74653,1.45E+22,2.15E+22,2.01E+21,4.99E+21,1.33E+22,-8.28E+21,19418,1.72E+21,7.44E+19,187.24,187.24,0,-1.29187,-1.29187,1.13E+22,1.12E+22,-1.65E+21,-1.75E+21,4.73E+21,-6.48E+21,9615,1.09E+21,1.81E+19,83.0233,83.0233,0
1294,1996,7,17,1,40,5.085,1.55551,1.55551,1.43E+22,2.15E+22,2.14E+21,4.43E+21,1.30E+22,-8.53E+21,19582,1.73E+21,2.06E+19,93.9914,93.9914,0,-0.54328,-0.54328,1.14E+22,1.09E+22,-1.39E+21,-1.76E+21,4.59E+21,-6.35E+21,9538,1.08E+21,1.94E+19,76.0506,76.0506,0
1295,1996,7,18,0,4,5.059,1.63812,1.63812,1.45E+22,2.17E+22,2.50E+21,5.01E+21,1.34E+22,-8.36E+21,19679,1.73E+21,1.69E+19,123.922,123.922,0,-0.890288,-0.890288,1.12E+22,1.07E+22,-1.69E+21,-1.71E+21,4.50E+21,-6.21E+21,9427,1.07E+21,1.70E+19,76.4636,76.4636,0
1296,1996,7,19,1,40,5.028,2.01413,2.01413,1.44E+22,2.17E+22,3.19E+21,4.96E+21,1.33E+22,-8.37E+21,19795,1.74E+21,1.76E+19,121.823,121.823,0,-0.623359,-0.623359,1.14E+22,1.03E+22,-1.02E+21,-1.97E+21,4.16E+21,-6.13E+21,9334,1.07E+21,1.90E+19,62.1719,62.1719,0
1297,1996,7,20,0,4,5.001,1.9352,1.9352,1.44E+22,2.20E+22,2.60E+21,5.68E+21,1.38E+22,-8.15E+21,19928,1.75E+21,2.76E+19,121.477,121.477,0,-0.572993,-0.572993,1.11E+22,9.99E+21,-5.62E+20,-1.57E+21,4.21E+21,-5.78E+21,9261,1.06E+21,1.70E+19,98.8535,98.8535,0
1298,1996,7,21,0,4,4.972,2.02587,2.02587,1.47E+22,2.19E+22,2.91E+21,5.51E+21,1.37E+22,-8.19E+21,20030,1.75E+21,3.42E+19,245.075,245.075,0,-0.208897,-0.208897,1.10E+22,1.01E+22,-7.11E+20,-1.10E+21,4.50E+21,-5.60E+21,9172,1.06E+21,1.91E+19,65.2468,65.2468,0
1299,1996,7,22,1,40,4.94,1.75061,1.75061,1.46E+22,2.17E+22,2.56E+21,4.23E+21,1.30E+22,-8.75E+21,20147,1.76E+21,2.45E+19,149.592,149.592,0,-0.631783,-0.631783,1.08E+22,9.80E+21,-1.42E+21,-1.14E+21,4.33E+21,-5.47E+21,9064,1.05E+21,1.97E+19,80.8026,80.8026,0
1300,1996,7,23,0,4,4.912,1.50781,1.50781,1.47E+22,2.21E+22,1.93E+21,4.67E+21,1.34E+22,-8.70E+21,20267,1.77E+21,1.98E+19,128.565,128.565,0,-0.480244,-0.480244,1.10E+22,9.77E+21,-1.04E+21,-1.48E+21,4.15E+21,-5.62E+21,8992,1.04E+21,1.69E+19,64.3345,64.3345,0
1301,1996,7,24,9,39,4.87,1.73773,1.73773,1.46E+22,2.19E+22,2.47E+21,4.37E+21,1.31E+22,-8.77E+21,20397,1.77E+21,2.03E+19,99.4422,99.4422,0,-0.116227,-0.116227,1.10E+22,9.73E+21,-7.45E+20,-1.45E+21,4.14E+21,-5.59E+21,8884,1.04E+21,2.39E+19,67.2973,67.2973,0
1302,1996,7,25,0,0,4.852,1.65503,1.65503,2.96E+22,4.28E+22,2.01E+21,3.81E+21,2.33E+22,-1.95E+22,20450,1.78E+21,2.86E+19,124.684,124.684,0,-0.989971,-0.989971,2.04E+22,1.64E+22,-1.67E+21,-1.55E+21,7.44E+21,-8.99E+21,8815,1.03E+21,4.44E+19,101.659,101.659,0
1303,1996,7,26,1,39,4.821,1.94151,1.94151,1.53E+22,2.32E+22,2.89E+21,5.35E+21,1.43E+22,-8.93E+21,20609,1.79E+21,6.04E+19,553.795,553.795,0,-0.298681,-0.298681,1.09E+22,9.08E+21,-1.25E+21,-1.15E+21,3.97E+21,-5.12E+21,8737,1.02E+21,1.76E+19,79.6741,79.6741,0
1304,1996,7,27,0,0,4.794,1.8605,1.8605,3.12E+22,4.40E+22,3.15E+21,4.87E+21,2.45E+22,-1.96E+22,20695,1.79E+21,3.51E+19,179.165,179.165,0,-0.994218,-0.994218,2.13E+22,1.67E+22,-1.54E+21,-1.02E+21,7.84E+21,-8.87E+21,8677,1.02E+21,3.50E+19,130.653,130.653,0
1305,1996,7,28,0,0,4.766,1.51228,1.51228,3.08E+22,4.38E+22,2.17E+21,4.49E+21,2.41E+22,-1.96E+22,20781,1.79E+21,3.67E+19,136.766,136.766,0,-1.26071,-1.26071,2.05E+22,1.63E+22,-1.95E+21,-1.80E+21,7.23E+21,-9.03E+21,8605,1.01E+21,3.82E+19,131.268,131.268,0
1306,1996,7,29,0,0,4.739,1.67209,1.67209,3.13E+22,4.48E+22,2.36E+21,4.87E+21,2.48E+22,-1.99E+22,20914,1.80E+21,3.33E+19,144.639,144.639,0,-0.733376,-0.733376,2.07E+22,1.62E+22,-1.30E+21,-1.58E+21,7.32E+21,-8.91E+21,8506,1.01E+21,3.25E+19,132.36,132.36,0
1307,1996,7,30,0,0,4.713,1.64999,1.64999,3.07E+22,4.47E+22,2.44E+21,5.72E+21,2.52E+22,-1.95E+22,21016,1.81E+21,4.03E+20,998.995,998.995,0,-0.365993,-0.365993,2.03E+22,1.58E+22,-1.10E+21,-8.03E+20,7.47E+21,-8.28E+21,8444,1.00E+21,3.54E+19,141.311,141.311,0
1308,1996,7,31,0,0,4.689,1.55404,1.55404,3.10E+22,4.51E+22,2.46E+21,4.16E+21,2.46E+22,-2.04E+22,21107,1.81E+21,6.24E+19,143.663,143.663,0,-0.343266,-0.343266,2.04E+22,1.55E+22,-1.32E+21,-1.80E+21,6.86E+21,-8.66E+21,8393,9.98E+20,3.69E+19,132.156,132.156,0
1309,1996,8,1,0,0,4.666,2.04802,2.04802,3.09E+22,4.53E+22,3.28E+21,6.06E+21,2.57E+22,-1.96E+22,21197,1.82E+21,4.63E+19,123.971,123.971,0,-0.673998,-0.673998,2.07E+22,1.57E+22,-1.64E+21,-2.07E+21,6.80E+21,-8.87E+21,8303,9.92E+20,3.28E+19,157.582,157.582,0
1310,1996,8,2,0,0,4.644,1.96588,1.96588,3.12E+22,4.50E+22,3.19E+21,5.71E+21,2.53E+22,-1.96E+22,21317,1.82E+21,3.14E+19,118.194,118.194,0,-0.923668,-0.923668,2.06E+22,1.49E+22,-9.32E+20,-1.10E+21,6.88E+21,-7.98E+21,8235,9.87E+20,3.22E+19,101.174,101.174,0
1311,1996,8,3,0,0,4.623,2.25058,2.25058,3.16E+22,4.56E+22,3.16E+21,6.29E+21,2.59E+22,-1.97E+22,21411,1.83E+21,4.80E+19,171.836,171.836,0,-0.31067,-0.31067,2.05E+22,1.47E+22,-7.43E+20,-1.58E+21,6.56E+21,-8.14E+21,8175,9.82E+20,3.09E+19,174.934,174.934,0
1312,1996,8,4,0,0,4.603,1.85276,1.85276,3.17E+22,4.55E+22,2.59E+21,5.38E+21,2.55E+22,-2.01E+22,21493,1.83E+21,3.07E+19,131.224,131.224,0,-0.00525801,-0.00525801,2.02E+22,1.42E+22,-1.06E+21,-1.11E+21,6.53E+21,-7.64E+21,8126,9.78E+20,2.93E+19,134.749,134.749,0
