Year,Month,Day,Hour,Minute,Second,NPF,SPF,AVG,NPF_filter,SPF_filter,AVG_filter
2007,5,29,21,7,13,-62,65,-64,-60,55,-58
2007,6,8,21,7,13,-62,60,-61,-60,55,-57
2007,6,18,21,7,13,-64,51,-57,-59,54,-57
2007,6,28,21,7,13,-66,47,-57,-59,54,-57
2007,7,8,21,7,13,-73,42,-58,-59,54,-56
2007,7,18,21,7,13,-77,44,-61,-58,54,-56
2007,7,28,21,7,13,-83,36,-60,-58,53,-56
2007,8,7,21,7,13,-83,31,-57,-58,53,-55
2007,8,17,21,7,13,-85,25,-55,-58,53,-55
2007,8,27,21,7,13,-81,24,-53,-57,52,-55
2007,9,6,21,7,13,-83,24,-53,-57,52,-55
2007,9,16,21,7,13,-80,25,-52,-57,52,-54
2007,9,26,21,7,13,-77,20,-49,-57,51,-54
2007,10,6,21,7,13,-78,22,-50,-57,51,-54
2007,10,16,21,7,13,-71,23,-47,-56,51,-54
2007,10,26,21,7,13,-68,34,-51,-56,51,-54
2007,11,5,21,7,13,-62,31,-47,-56,51,-53
2007,11,15,21,7,13,-64,35,-49,-56,51,-53
2007,11,25,21,7,13,-63,35,-49,-56,50,-53
2007,12,5,21,7,13,-57,44,-51,-56,50,-53
2007,12,15,21,7,13,-52,52,-52,-56,50,-53
2007,12,25,21,7,13,-42,63,-52,-56,50,-53
2008,1,4,21,7,13,-38,62,-50,-56,50,-53
2008,1,14,21,7,13,-36,62,-49,-56,51,-53
2008,1,24,21,7,13,-31,60,-46,-56,51,-53
2008,2,3,21,7,13,-27,73,-50,-56,51,-53
2008,2,13,21,7,13,-29,72,-51,-56,51,-53
2008,2,23,21,7,13,-28,76,-52,-56,51,-54
2008,3,4,21,7,13,-32,78,-55,-56,51,-54
2008,3,14,21,7,13,-30,78,-54,-56,52,-54
2008,3,24,21,7,13,-38,75,-57,-56,52,-54
2008,4,3,21,7,13,-37,81,-59,-56,52,-54
2008,4,13,21,7,13,-36,76,-56,-55,53,-54
2008,4,23,21,7,13,-40,72,-56,-55,53,-54
2008,5,3,21,7,13,-41,67,-54,-55,53,-54
2008,5,13,21,7,13,-46,67,-57,-55,54,-54
2008,5,23,21,7,13,-49,65,-57,-55,54,-55
2008,6,2,21,7,13,-65,58,-61,-55,55,-55
2008,6,12,21,7,13,-63,54,-58,-55,55,-55
2008,6,22,21,7,13,-65,51,-58,-55,55,-55
2008,7,2,21,7,13,-65,47,-56,-54,56,-55
2008,7,12,21,7,13,-73,44,-58,-54,56,-55
2008,7,22,21,7,13,-76,44,-60,-54,56,-55
2008,8,1,21,7,13,-79,45,-62,-54,56,-55
2008,8,11,21,7,13,-81,45,-63,-54,57,-55
2008,8,21,21,7,13,-75,42,-58,-53,57,-55
2008,8,31,21,7,13,-67,37,-52,-53,57,-55
2008,9,10,21,7,13,-71,30,-51,-53,57,-55
2008,9,20,21,7,13,-75,28,-51,-53,57,-55
2008,9,30,21,7,13,-75,31,-53,-53,57,-55
2008,10,10,21,7,13,-72,33,-53,-52,57,-55
2008,10,20,21,7,13,-76,34,-55,-52,57,-55
2008,10,30,21,7,13,-78,34,-56,-52,57,-55
2008,11,9,21,7,13,-68,42,-55,-52,57,-54
2008,11,19,21,7,13,-54,44,-49,-52,57,-54
2008,11,29,21,7,13,-54,48,-51,-51,57,-54
2008,12,9,21,7,13,-50,48,-49,-51,56,-54
2008,12,19,21,7,13,-50,68,-59,-51,56,-54
2008,12,29,21,7,13,-41,75,-58,-51,56,-53
2009,1,8,21,7,13,-34,76,-55,-50,56,-53
2009,1,18,21,7,13,-28,74,-51,-50,56,-53
2009,1,28,21,7,13,-26,72,-49,-50,55,-53
2009,2,7,21,7,13,-24,71,-48,-49,55,-52
2009,2,17,21,7,13,-24,73,-48,-49,55,-52
2009,2,27,21,7,13,-22,79,-50,-49,55,-52
2009,3,9,21,7,13,-16,80,-48,-49,54,-51
2009,3,19,21,7,13,-23,82,-52,-48,54,-51
2009,3,29,21,7,13,-22,81,-52,-48,54,-51
2009,4,8,21,7,13,-32,81,-56,-48,54,-51
2009,4,18,21,7,13,-31,79,-55,-47,54,-50
2009,4,28,21,7,13,-36,70,-53,-47,53,-50
2009,5,8,21,7,13,-36,60,-48,-47,53,-50
2009,5,18,21,7,13,-37,55,-46,-47,53,-50
2009,5,28,21,7,13,-38,56,-47,-46,53,-50
2009,6,7,21,7,13,-47,52,-50,-46,53,-50
2009,6,17,21,7,13,-55,45,-50,-46,53,-49
2009,6,27,21,7,13,-52,39,-46,-46,53,-49
2009,7,7,21,7,13,-54,39,-47,-45,53,-49
2009,7,17,21,7,13,-59,39,-49,-45,53,-49
2009,7,27,21,7,13,-65,35,-50,-45,53,-49
2009,8,6,21,7,13,-65,30,-47,-45,52,-49
2009,8,16,21,7,13,-65,29,-47,-45,52,-49
2009,8,26,21,7,13,-69,28,-49,-45,52,-49
2009,9,5,21,7,13,-70,29,-50,-45,52,-49
2009,9,15,21,7,13,-64,24,-44,-45,52,-49
2009,9,25,21,7,13,-69,27,-48,-45,52,-49
2009,10,5,21,7,13,-73,24,-48,-45,52,-48
2009,10,15,21,7,13,-71,35,-53,-45,52,-48
2009,10,25,21,7,13,-59,37,-48,-45,52,-48
2009,11,4,21,7,13,-53,41,-47,-45,51,-48
2009,11,14,21,7,13,-51,39,-45,-45,51,-48
2009,11,24,21,7,13,-49,41,-45,-45,51,-48
2009,12,4,21,7,13,-55,40,-48,-46,51,-48
2009,12,14,21,7,13,-38,47,-42,-46,51,-48
2009,12,24,21,7,13,-23,57,-40,-46,50,-48
2010,1,3,21,7,13,-18,60,-39,-46,50,-48
2010,1,13,21,7,13,-29,63,-46,-45,50,-48
2010,1,23,21,7,13,-32,64,-48,-45,50,-48
2010,2,2,21,7,13,-23,87,-55,-45,50,-47
2010,2,12,21,7,13,-28,80,-54,-45,49,-47
2010,2,22,21,7,13,-19,91,-55,-45,49,-47
2010,3,4,21,7,13,-17,65,-41,-45,49,-47
2010,3,14,21,7,13,-22,69,-46,-44,49,-46
2010,3,24,21,7,13,-25,68,-47,-44,48,-46
2010,4,3,21,7,13,-32,73,-52,-44,48,-46
2010,4,13,21,7,13,-28,58,-43,-43,48,-45
2010,4,23,21,7,13,-31,63,-47,-43,47,-45
2010,5,3,21,7,13,-30,67,-48,-42,47,-45
2010,5,13,21,7,13,-32,68,-50,-42,47,-44
2010,5,23,21,7,13,-41,55,-48,-41,46,-44
2010,6,2,21,7,13,-45,51,-48,-40,46,-43
2010,6,12,21,7,13,-44,47,-46,-40,46,-43
2010,6,22,21,7,13,-51,39,-45,-39,45,-42
2010,7,2,21,7,13,-49,39,-44,-38,45,-42
2010,7,12,21,7,13,-52,35,-44,-37,45,-41
2010,7,22,21,7,13,-51,32,-42,-36,44,-40
2010,8,1,21,7,13,-58,28,-43,-36,44,-40
2010,8,11,21,7,13,-58,25,-42,-35,44,-39
2010,8,21,21,7,13,-54,20,-37,-34,43,-38
2010,8,31,21,7,13,-53,15,-34,-33,43,-38
2010,9,10,21,7,13,-53,13,-33,-32,42,-37
2010,9,20,21,7,13,-52,18,-35,-31,42,-37
2010,9,30,21,7,13,-51,20,-35,-30,41,-36
2010,10,10,21,7,13,-54,22,-38,-29,41,-35
2010,10,20,21,7,13,-57,22,-39,-29,41,-35
2010,10,30,21,7,13,-51,18,-35,-28,40,-34
2010,11,9,21,7,13,-45,21,-33,-27,40,-33
2010,11,19,21,7,13,-44,26,-35,-26,40,-33
2010,11,29,21,7,13,-28,43,-36,-25,39,-32
2010,12,9,21,7,13,-14,51,-32,-25,39,-32
2010,12,19,21,7,13,-5,50,-28,-24,39,-31
2010,12,29,21,7,13,-4,49,-27,-23,39,-31
2011,1,8,21,7,13,8,41,-16,-22,38,-30
2011,1,18,21,7,13,1,46,-22,-22,38,-30
2011,1,28,21,7,13,12,52,-20,-21,38,-30
2011,2,7,21,7,13,9,58,-25,-20,38,-29
2011,2,17,21,7,13,11,59,-24,-20,38,-29
2011,2,27,21,7,13,3,63,-30,-19,38,-29
2011,3,9,21,7,13,7,69,-31,-19,38,-28
2011,3,19,21,7,13,5,48,-22,-18,38,-28
2011,3,29,21,7,13,-6,45,-26,-18,38,-28
2011,4,8,21,7,13,-4,47,-25,-17,39,-28
2011,4,18,21,7,13,0,51,-26,-17,39,-28
2011,4,28,21,7,13,0,51,-25,-16,39,-28
2011,5,8,21,7,13,1,49,-24,-16,39,-28
2011,5,18,21,7,13,-4,47,-26,-16,40,-28
2011,5,28,21,7,13,-18,46,-32,-16,40,-28
2011,6,7,21,7,13,-23,45,-34,-15,40,-28
2011,6,17,21,7,13,-20,42,-31,-15,41,-28
2011,6,27,21,7,13,-20,33,-27,-15,41,-28
2011,7,7,21,7,13,-25,30,-27,-15,42,-28
2011,7,17,21,7,13,-28,29,-28,-14,42,-28
2011,7,27,21,7,13,-27,30,-29,-14,42,-28
2011,8,6,21,7,13,-34,28,-31,-14,43,-28
2011,8,16,21,7,13,-38,31,-34,-14,43,-28
2011,8,26,21,7,13,-35,29,-32,-14,43,-29
2011,9,5,21,7,13,-31,24,-27,-14,43,-29
2011,9,15,21,7,13,-32,23,-28,-14,44,-29
2011,9,25,21,7,13,-37,24,-30,-14,44,-29
2011,10,5,21,7,13,-32,27,-29,-13,44,-29
2011,10,15,21,7,13,-29,24,-27,-13,44,-29
2011,10,25,21,7,13,-29,26,-28,-13,44,-28
2011,11,4,21,7,13,-30,33,-32,-13,44,-28
2011,11,14,21,7,13,-26,36,-31,-12,44,-28
2011,11,24,21,7,13,-16,38,-27,-12,44,-28
2011,12,4,21,7,13,-13,41,-27,-12,44,-28
2011,12,14,21,7,13,-5,45,-25,-11,44,-28
2011,12,24,21,7,13,-7,49,-28,-11,43,-27
2012,1,3,21,7,13,-7,50,-29,-11,43,-27
2012,1,13,21,7,13,-7,50,-28,-10,43,-27
2012,1,23,21,7,13,2,56,-27,-10,43,-26
2012,2,2,21,7,13,2,66,-32,-9,42,-26
2012,2,12,21,7,13,7,59,-26,-8,42,-25
2012,2,22,21,7,13,8,55,-23,-8,42,-25
2012,3,3,21,7,13,17,53,-18,-7,41,-24
2012,3,13,21,7,13,8,60,-26,-7,41,-24
2012,3,23,21,7,13,8,71,-32,-6,41,-23
2012,4,2,21,7,13,11,68,-28,-5,40,-23
2012,4,12,21,7,13,8,61,-27,-4,40,-22
2012,4,22,21,7,13,8,49,-21,-4,39,-21
2012,5,2,21,7,13,8,50,-21,-3,38,-21
2012,5,12,21,7,13,5,47,-21,-2,38,-20
2012,5,22,21,7,13,1,50,-25,-1,37,-19
2012,6,1,21,7,13,-5,42,-23,-1,37,-19
2012,6,11,21,7,13,-2,36,-19,0,36,-18
2012,6,21,21,7,13,-2,33,-17,1,35,-17
2012,7,1,21,7,13,-4,26,-15,1,34,-17
2012,7,11,21,7,13,-5,23,-14,2,34,-16
2012,7,21,21,7,13,-9,17,-13,3,33,-15
2012,7,31,21,7,13,-9,16,-13,3,32,-14
2012,8,10,21,7,13,-15,10,-12,4,31,-14
2012,8,20,21,7,13,-6,9,-8,5,31,-13
2012,8,30,21,7,13,-7,8,-7,5,30,-12
2012,9,9,21,7,13,-5,8,-7,6,29,-12
2012,9,19,21,7,13,-9,6,-7,6,28,-11
2012,9,29,21,7,13,-2,9,-6,7,27,-10
2012,10,9,21,7,13,0,8,-4,7,26,-9
2012,10,19,21,7,13,1,3,-1,8,25,-9
2012,10,29,21,7,13,5,1,2,8,24,-8
2012,11,8,21,7,13,12,2,5,9,23,-7
2012,11,18,21,7,13,15,1,7,9,22,-7
2012,11,28,21,7,13,13,16,-2,9,21,-6
2012,12,8,21,7,13,12,22,-5,10,20,-5
2012,12,18,21,7,13,16,25,-4,10,19,-5
2012,12,28,21,7,13,10,30,-10,10,19,-4
2013,1,7,21,7,13,15,33,-9,11,18,-3
2013,1,17,21,7,13,17,35,-9,11,17,-3
2013,1,27,21,7,13,17,33,-8,11,16,-2
2013,2,6,21,7,13,15,47,-16,11,15,-2
2013,2,16,21,7,13,20,36,-8,12,14,-1
2013,2,26,21,7,13,20,39,-10,12,13,-1
2013,3,8,21,7,13,16,30,-7,12,12,0
2013,3,18,21,7,13,12,34,-11,12,11,1
2013,3,28,21,7,13,9,25,-8,12,10,1
2013,4,7,21,7,13,10,26,-8,12,9,2
2013,4,17,21,7,13,11,28,-9,12,8,2
2013,4,27,21,7,13,14,21,-4,12,7,2
2013,5,7,21,7,13,13,16,-2,12,6,3
2013,5,17,21,7,13,7,3,2,12,6,3
2013,5,27,21,7,13,14,-2,8,12,5,4
2013,6,6,21,7,13,16,-6,11,12,4,4
2013,6,16,21,7,13,15,-8,12,12,3,4
2013,6,26,21,7,13,2,-5,4,11,2,5
2013,7,6,21,7,13,4,-21,12,11,1,5
2013,7,16,21,7,13,9,-18,13,11,0,5
2013,7,26,21,7,13,10,-14,12,10,0,5
2013,8,5,21,7,13,10,-10,10,10,-1,6
2013,8,15,21,7,13,11,-14,12,9,-2,6
2013,8,25,21,7,13,11,-13,12,9,-3,6
2013,9,4,21,7,13,14,-14,14,9,-3,6
2013,9,14,21,7,13,10,-10,10,8,-4,6
2013,9,24,21,7,13,10,-9,9,7,-5,6
2013,10,4,21,7,13,10,-11,10,7,-6,6
2013,10,14,21,7,13,13,-13,13,6,-6,6
2013,10,24,21,7,13,14,-16,15,6,-7,6
2013,11,3,21,7,13,8,-13,11,5,-8,6
2013,11,13,21,7,13,10,-10,10,4,-8,6
2013,11,23,21,7,13,7,-17,12,4,-9,6
2013,12,3,21,7,13,5,-16,11,3,-9,6
2013,12,13,21,7,13,3,-14,9,3,-10,6
2013,12,23,21,7,13,2,-12,7,2,-10,6
2014,1,2,21,7,13,-3,-12,4,1,-11,6
2014,1,12,21,7,13,-10,-9,0,1,-11,6
2014,1,22,21,7,13,-10,-7,-1,0,-12,6
2014,2,1,21,7,13,-10,-8,-1,0,-12,6
2014,2,11,21,7,13,-3,-7,2,0,-13,6
2014,2,21,21,7,13,1,-6,3,-1,-13,6
2014,3,3,21,7,13,-3,-2,-1,-1,-14,6
2014,3,13,21,7,13,-8,-6,-1,-1,-14,6
2014,3,23,21,7,13,-9,-6,-2,-2,-15,6
2014,4,2,21,7,13,-4,-8,2,-2,-15,7
2014,4,12,21,7,13,-4,-5,0,-2,-16,7
2014,4,22,21,7,13,-3,-10,3,-2,-16,7
2014,5,2,21,7,13,-3,-11,4,-2,-17,7
2014,5,12,21,7,13,-2,-15,6,-2,-17,8
2014,5,22,21,7,13,0,-16,8,-2,-18,8
2014,6,1,21,7,13,-1,-22,11,-2,-19,8
2014,6,11,21,7,13,0,-22,11,-2,-20,9
2014,6,21,21,7,13,-6,-20,7,-2,-21,9
2014,7,1,21,7,13,-6,-20,7,-2,-21,10
2014,7,11,21,7,13,-2,-20,9,-1,-23,11
2014,7,21,21,7,13,0,-21,10,-1,-24,11
2014,7,31,21,7,13,5,-22,14,-1,-25,12
2014,8,10,21,7,13,6,-21,13,0,-26,13
2014,8,20,21,7,13,6,-25,16,0,-27,14
2014,8,30,21,7,13,3,-23,13,1,-29,15
2014,9,9,21,7,13,0,-30,15,1,-30,15
2014,9,19,21,7,13,6,-35,21,2,-31,16
2014,9,29,21,7,13,2,-40,21,2,-33,17
2014,10,9,21,7,13,1,-37,19,3,-34,18
2014,10,19,21,7,13,-1,-34,16,3,-36,19
2014,10,29,21,7,13,5,-34,20,4,-37,20
2014,11,8,21,7,13,3,-38,21,4,-39,21
2014,11,18,21,7,13,6,-44,25,5,-40,23
2014,11,28,21,7,13,6,-44,25,5,-42,24
2014,12,8,21,7,13,0,-44,22,6,-43,25
2014,12,18,21,7,13,-6,-40,17,6,-45,26
2014,12,28,21,7,13,-4,-43,19,7,-46,27
2015,1,7,21,7,13,3,-42,22,7,-48,28
2015,1,17,21,7,13,9,-45,27,8,-49,28
2015,1,27,21,7,13,18,-41,29,8,-50,29
2015,2,6,21,7,13,10,-45,27,9,-52,30
2015,2,16,21,7,13,8,-48,28,9,-53,31
2015,2,26,21,7,13,8,-51,29,10,-54,32
2015,3,8,21,7,13,17,-50,33,10,-55,33
2015,3,18,21,7,13,27,-49,38,11,-56,34
2015,3,28,21,7,13,24,-52,38,11,-57,34
2015,4,7,21,7,13,15,-56,36,12,-58,35
2015,4,17,21,7,13,11,-59,35,12,-59,36
2015,4,27,21,7,13,13,-61,37,12,-60,36
2015,5,7,21,7,13,16,-64,40,13,-61,37
2015,5,17,21,7,13,15,-66,41,13,-62,38
2015,5,27,21,7,13,12,-80,46,13,-63,38
2015,6,6,21,7,13,6,-76,41,14,-64,39
2015,6,16,21,7,13,5,-75,40,14,-65,39
2015,6,26,21,7,13,5,-74,40,14,-65,40
2015,7,6,21,7,13,10,-74,42,15,-66,40
2015,7,16,21,7,13,13,-74,43,15,-67,41
2015,7,26,21,7,13,13,-69,41,15,-67,41
2015,8,5,21,7,13,12,-66,39,15,-68,42
2015,8,15,21,7,13,14,-63,38,16,-69,42
2015,8,25,21,7,13,17,-64,40,16,-69,43
2015,9,4,21,7,13,19,-67,43,16,-70,43
2015,9,14,21,7,13,19,-68,44,16,-70,43
2015,9,24,21,7,13,20,-70,45,17,-71,44
2015,10,4,21,7,13,22,-71,47,17,-71,44
2015,10,14,21,7,13,24,-64,44,17,-72,45
2015,10,24,21,7,13,26,-67,46,17,-72,45
